username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following
irishlghts,"b""@realdonaldtrump hopefully bipolar donnie doesn't have a manic episode during peace talks.  i would send in carter instead the man is great at peace talks.""",no retweet username,[],2018-05-01 08:46:39+00:00,20,152
BoogWinchester,"b'""nobody knows the trouble i\xe2\x80\x99ve seen""\ndepression and bipolar disorder in people with intellectual disabilities https://t.co/pase9ndowk https://t.co/dbbhvoa506'",Mental_Elf,[],2018-05-01 08:43:48+00:00,1424,1963
nmckay958,"b""@murrinholi @alexmacleod9 @liam_neill94 @nicolasturgeon i was finally diagnosed with bipolar disorder that i feel may have lead to my binge drinking. i wouldn't drink everyday but stay off it for months then hit the bottle for days just to block out how i was feeling, now on a mood stabiliser it took yrs to get  diagnosed thou.""",no retweet username,[],2018-05-01 08:43:27+00:00,4789,5247
RaggedUrban,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 08:42:02+00:00,2758,408
ZeeKansiime,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 08:38:31+00:00,2127,471
newmagofficial,"b'\xd4\xb5\xd6\x80\xd5\xaf\xd5\xa2\xd6\x87\xd5\xa5\xd5\xbc \xd5\xa1\xd6\x86\xd5\xa5\xd5\xaf\xd5\xbf\xd5\xab\xd5\xbe \xd5\xad\xd5\xa1\xd5\xb6\xd5\xa3\xd5\xa1\xd6\x80\xd5\xb8\xd6\x82\xd5\xb4. \xd5\xab\xd5\x9e\xd5\xb6\xd5\xb9 \xd5\xa7 \xd5\xbd\xd5\xa1\xd5\x9d \xd5\xb4\xd5\xb8\xd5\xa4\xd5\xa1\xd5\xb5\xd5\xab\xd5\xaf \xd5\xb0\xd5\xab\xd5\xbe\xd5\xa1\xd5\xb6\xd5\xa4\xd5\xb8\xd6\x82\xd5\xa9\xd5\xb5\xd5\xb8\xd5\x9e\xd6\x82\xd5\xb6, \xd5\xb8\xd6\x80\xd5\xb8\xd5\xbe \xd5\xbf\xd5\xa1\xd5\xbc\xd5\xa1\xd5\xba\xd5\xb8\xd6\x82\xd5\xb4 \xd5\xa5\xd5\xb6 \xd5\xa1\xd5\xbd\xd5\xbf\xd5\xb2\xd5\xa5\xd6\x80\xd5\xa8: https://t.co/nspgx2ohyh'",no retweet username,[],2018-05-01 08:38:27+00:00,554,252
condadogolfclub,"b'@bipolarbattle a study of more than 700,000 adults showed that those who scored top grades at school were four times more likely to develop bipolar disorder than those with average grades.'",no retweet username,[],2018-05-01 08:37:04+00:00,378,1326
xtinavevo,"b""she has been abused and assaulted since she was a kid, she has bipolar disorder, she was vilified from the start for being loud, and even into adulthood she's been abused. i'd be fucking pissed at the world.""",no retweet username,[],2018-05-01 08:36:19+00:00,351,424
whattheplucked,"b'i want to ask twitter something, those of you battling depression, bipolar disorder, ptsd, anxiety...what would make your workplace more accommodating? what would you need from coworkers when triggered or on a rough day?'",ItsDanaWhite,[],2018-05-01 08:33:25+00:00,3025,1361
whattheplucked,"b""there are few, if any, intentional accommodations in the workplace for workers with depression, anxiety, bipolar disorder, ptsd, etc. if i'm triggered at work, i have to swallow it and schedule a therapy appointment while probably concerning myself with missing work for it.""",ItsDanaWhite,[],2018-05-01 08:33:07+00:00,3025,1361
theloopca,b'mariah carey is sharing her struggles with bipolar disorder https://t.co/89xqc1weoa',no retweet username,[],2018-05-01 08:30:14+00:00,16094,659
MariResists2,"b'listened to @realdonaldtrump on fox and friends again.  he really sounds unhinged, like a manic episode in a person with bipolar disorder who stopped taking meds .  a lot like carrie masterson in \nhomeland.  very problematic!'",no retweet username,[],2018-05-01 08:14:57+00:00,3088,4611
corpsdelilas,"b'justin is an off-road race car driver with #bipolardisorder. after a suicide attempt, he had a wake-up call and a call to action to change not only his life but also the lives of others. \n\nread his story here: https://t.co/jkzv7jxg6n https://t.co/e3vgsn7bht'",NAMICommunicate,"[{'text': 'bipolardisorder', 'indices': [64, 80]}]",2018-05-01 08:14:36+00:00,51,432
LDNursingUWE,b'another book for your summer reading list \xe2\x80\x9cnobody knows the trouble i\xe2\x80\x99ve seen\xe2\x80\x9d. depression and bipolar disorder in people with intellectual disabilities https://t.co/ay4so5uuyt',no retweet username,[],2018-05-01 08:09:57+00:00,574,411
LearningDisElf,"b'today @kremitchell91 &amp; @scribb summarise a recent prospective cohort study in @thebjpsych which looks at the incidence of unipolar and bipolar depression, and mania in adults with intellectual disabilities https://t.co/pase9ndowk https://t.co/gztwdhzhpl'",Mental_Elf,[],2018-05-01 08:06:40+00:00,5940,2646
PsychMarwaha,"b'today @kremitchell91 &amp; @scribb summarise a recent prospective cohort study in @thebjpsych which looks at the incidence of unipolar and bipolar depression, and mania in adults with intellectual disabilities https://t.co/pase9ndowk https://t.co/gztwdhzhpl'",Mental_Elf,[],2018-05-01 08:04:55+00:00,1892,1056
MotherwellCEO,b'#maternalmentalhealthweek #motherwellcheshire #maternalmentalhealth #womensupportingwomen #sparkleandshine #itsoktonotbeok #postnataldepression #postnatalpsychosis #anxiety #depression #personalitydisorders #bipolardisorder #schizophrenia #obsessivecompulsivedisorder https://t.co/ukmupulavn',no retweet username,"[{'text': 'MaternalMentalHealthWeek', 'indices': [0, 25]}, {'text': 'MotherwellCheshire', 'indices': [26, 45]}, {'text': 'MaternalMentalHealth', 'indices': [46, 67]}, {'text': 'WomenSupportingWomen', 'indices': [68, 89]}, {'text': 'SparkleAndShine', 'indices': [90, 106]}]",2018-05-01 08:00:32+00:00,1742,2589
CNS_scot,b'one of our journalists met with group members of bipolar scotland in our latest feature article. read \xe2\x80\x9con the outside looking in\xe2\x80\x9d https://t.co/wy2bxnrrww\nby @marisa_docherty \n#bipolardisorder #bipolar @bipolarscotland #scotland #uk https://t.co/rb0q4inapz',no retweet username,[],2018-05-01 08:00:22+00:00,155,318
Thajagels7,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 07:56:36+00:00,35,379
ContactAssoc,b'is dyslexia is a mental disorder?\ndyslexia is not a mental illness according to most definitions although 30 years ago dyslexic people were often cared for by psychiatrists. today we call dyslexia a learning disability...\nhttps://t.co/zr283bkzfw',Dyslexia_London,[],2018-05-01 07:55:57+00:00,135,309
zeistheshit,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 07:55:30+00:00,85,74
studio2702,b'5 celebrities who have been diagnosed with bipolar disorder | https://t.co/s8wr795ojl https://t.co/mbwac6nqed',no retweet username,[],2018-05-01 07:54:18+00:00,8876,1694
regalexa,"b'today @kremitchell91 &amp; @scribb summarise a recent prospective cohort study in @thebjpsych which looks at the incidence of unipolar and bipolar depression, and mania in adults with intellectual disabilities https://t.co/pase9ndowk https://t.co/gztwdhzhpl'",Mental_Elf,[],2018-05-01 07:53:45+00:00,1783,1542
drrobgreig,b'@igas2 @andrewjtagg @drsimonmc but what if that pathology needs treatment? e.g. bipolar affective disorder or ocd or depression.otherwise the individual would be in a constant cycle/struggle of work-life disruption. it\xe2\x80\x99s good to start the conversation but the full picture needs to be seen &amp; treated accordingly',no retweet username,[],2018-05-01 07:52:40+00:00,1783,1213
KoltonHones,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 07:46:39+00:00,383,353
Mental_Elf,b'new prospective cohort study in @thebjpsych by @prof_sacooper suggests that first episode mania has much higher incidence in people with intellectual disabilities.\n\nread out blog by @kremitchell91 &amp; @scribb https://t.co/pase9ndowk',no retweet username,[],2018-05-01 07:42:00+00:00,92963,24651
fccwsurvivor,"b'@chriswright46 just like depression, anxiety, bipolar, schizophrenia, it\xe2\x80\x99s about the thoughts and feelings, not just the physical manifestation of the illness. access to eating disorder treatment should be the bigger picture of the illness, not just weight.'",no retweet username,[],2018-05-01 07:36:37+00:00,500,874
squizymm,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 07:33:43+00:00,869,864
counsellingnews,b'finding balance with bipolar disorder: https://t.co/yuk56wvpsh',no retweet username,[],2018-05-01 07:29:00+00:00,6710,3065
crigger__,"b'anxiety. depression. ptsd. bipolar disorder. addiction. ocd. mental health illness comes in many forms. recognize the signs in others, but more importantly recognize them in you. take care of yourself and learn to ask for help.'",no retweet username,[],2018-05-01 07:26:42+00:00,448,655
bipolarindia,b'the voice of the #bipolardisorder community finds another important platform.\nit is so vital for the message to get across that bipolar can be managed and lived with. thank you .@patientsengage for sharing my story. \nhttps://t.co/61zoht8cc0',no retweet username,"[{'text': 'BipolarDisorder', 'indices': [17, 33]}]",2018-05-01 07:24:08+00:00,1810,1652
toriiikayyy,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 07:23:31+00:00,859,791
vvsbrat,"b""i'm actually having to physically restrain myself from going on a manic subtweeting episode yeeeeeeet""",no retweet username,[],2018-05-01 07:20:53+00:00,66,577
JoanneYounge,"b'today @kremitchell91 &amp; @scribb summarise a recent prospective cohort study in @thebjpsych which looks at the incidence of unipolar and bipolar depression, and mania in adults with intellectual disabilities https://t.co/pase9ndowk https://t.co/gztwdhzhpl'",Mental_Elf,[],2018-05-01 07:20:29+00:00,643,755
bipolarindia,"b'author and wellness coach vijay nallawala, who is has bipolar disorder, has lived with the manic depression symptoms from the tender age of 14. here he recounts his arduous journey spanning three decades.\n\n#bipolar #bipolardisorder #mentalhealth https://t.co/clitzoh8kh'",PatientsEngage,[],2018-05-01 07:20:01+00:00,1810,1652
Health_Editor,b'the truth about bipolar disorder\nhttps://t.co/bk1zyc5a6u',no retweet username,[],2018-05-01 07:18:02+00:00,491,872
jpmkane,"b'today @kremitchell91 &amp; @scribb summarise a recent prospective cohort study in @thebjpsych which looks at the incidence of unipolar and bipolar depression, and mania in adults with intellectual disabilities https://t.co/pase9ndowk https://t.co/gztwdhzhpl'",Mental_Elf,[],2018-05-01 07:12:46+00:00,1541,1085
MichaelaMorris8,"b'today @kremitchell91 &amp; @scribb summarise a recent prospective cohort study in @thebjpsych which looks at the incidence of unipolar and bipolar depression, and mania in adults with intellectual disabilities https://t.co/pase9ndowk https://t.co/gztwdhzhpl'",Mental_Elf,[],2018-05-01 07:12:44+00:00,950,3053
JasminePerez99,b'me coming out of my room for the first time in 2 days after a manic depressive episode https://t.co/rj3wlphgmo',alexringle,[],2018-05-01 07:07:35+00:00,637,383
arcade_babe,b'don\xe2\x80\x99t claim to love someone until you learn and educate yourself about their trauma or depression or anxiety or bipolar disorder or eating disorder or borderline personality disorder or body dysmorphia or whatever! you don\xe2\x80\x99t love them until you understand them',no retweet username,[],2018-05-01 07:05:13+00:00,685,513
Dyslexia_London,b'is dyslexia is a mental disorder?\ndyslexia is not a mental illness according to most definitions although 30 years ago dyslexic people were often cared for by psychiatrists. today we call dyslexia a learning disability...\nhttps://t.co/zr283bkzfw',no retweet username,[],2018-05-01 07:00:18+00:00,2921,1579
97days_,b'11 bipolar disorder facts and statistics... https://t.co/c0zc2kms0d',Fact,[],2018-05-01 07:00:09+00:00,2102,1782
belleye,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:54:12+00:00,531,584
qwera101,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:53:58+00:00,75,436
ikatg,"b'artificial intelligence\xe3\x80\x8c\xe4\xba\xba\xe5\xb7\xa5\xe7\x9f\xa5\xe8\x83\xbd\xe3\x80\x8d\nmedical expertise\xe3\x80\x8c\xe5\x8c\xbb\xe7\x99\x82(\xe3\x81\xae\xe5\xb0\x82\xe9\x96\x80)\xe6\x8a\x80\xe8\xa1\x93\xe3\x80\x8d\nbipolar disorder\xe3\x80\x8c\xe5\x8f\x8c\xe6\xa5\xb5\xe6\x80\xa7\xe9\x9a\x9c\xe5\xae\xb3\xe3\x80\x8d\nepisode of symptoms\xe3\x80\x8c\xe7\x97\x87\xe7\x8a\xb6\xe3\x81\xae\xe7\x99\xba\xe7\x8f\xbe\xe3\x80\x8d\n(time, tech, 2017/10/06\xe3\x82\x88\xe3\x82\x8a)'",no retweet username,[],2018-05-01 06:50:07+00:00,113,80
blissfulclaudia,b'why isn\xe2\x80\x99t kanye being treated for bipolar disorder?',IranianMermaid,[],2018-05-01 06:46:31+00:00,1741,998
Maly47176978,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:41:51+00:00,16,188
ShemNdiwa,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:39:51+00:00,3496,4716
marycryan,b'a drugs in breastmilk factsheet on bipolar and breastfeeding. click for evidence based information on what medications are compatible with breastfeeding https://t.co/bntbxh8w69 #maternalmhmatters #pmhpwhatispmh #bipolardisorder',BfN_UK,[],2018-05-01 06:38:09+00:00,2982,4563
HannahB_rad_ley,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:36:51+00:00,64,70
thehobbyslug,"b'affirmation for you because we need you in the world: \n\nyou\xe2\x80\x99re stronger than you think and even though you may not see it now, there is light and  you will feel strong again. \n\nit is ok to not be ok\n\n#mentalhealth #depression #anxiety #bipolardisorder #itsoktotalk #lovewins'",no retweet username,[],2018-05-01 06:36:29+00:00,574,782
OTProfBeth131,"b'today @kremitchell91 &amp; @scribb summarise a recent prospective cohort study in @thebjpsych which looks at the incidence of unipolar and bipolar depression, and mania in adults with intellectual disabilities https://t.co/pase9ndowk https://t.co/gztwdhzhpl'",Mental_Elf,[],2018-05-01 06:32:06+00:00,2412,2314
mrbprkl,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:32:04+00:00,152,381
Mental_Elf,"b'today @kremitchell91 &amp; @scribb summarise a recent prospective cohort study in @thebjpsych which looks at the incidence of unipolar and bipolar depression, and mania in adults with intellectual disabilities https://t.co/pase9ndowk https://t.co/gztwdhzhpl'",no retweet username,[],2018-05-01 06:31:02+00:00,92963,24651
andipants24,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:28:44+00:00,379,216
Lone_Sunset,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:26:52+00:00,35,392
phoenix_m16,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:25:00+00:00,42,84
tendership,b'can i like. slip into a semi full semi baby manic episode for the next 2 weeks to finish all my finals shit. but also not have a depressive crash afterward just stabilize again. not too much to ask @ god thanks xo',no retweet username,[],2018-05-01 06:24:19+00:00,1541,154
mcpherson_ian,"b'""nobody knows the trouble i\xe2\x80\x99ve seen""\ndepression and bipolar disorder in people with intellectual disabilities https://t.co/pase9ndowk https://t.co/dbbhvoa506'",Mental_Elf,[],2018-05-01 06:24:14+00:00,3575,1956
IdesKat315,"b""@soledadobrien he's as much a narcissist as trump is. i believe he's going thru a manic episode right now. his 2016 flipout was caused by going on and off depakote. that's an anti-psychotic, used as a mood stablizer. not a drug to play with.""",no retweet username,[],2018-05-01 06:23:57+00:00,1054,2689
__PettyShabazz,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:18:54+00:00,2229,4148
sudhanvabs97,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:18:23+00:00,29,181
luxlazuli,b'also we need to recognise that depression and anxiety disorders can be just as severe as conditions like bipolar disorder. just because something is common doesn\xe2\x80\x99t mean it isn\xe2\x80\x99t serious.',no retweet username,[],2018-05-01 06:15:57+00:00,1984,968
aousc,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:13:44+00:00,341,289
JoBrown_worker,"b'""nobody knows the trouble i\xe2\x80\x99ve seen""\ndepression and bipolar disorder in people with intellectual disabilities https://t.co/pase9ndowk https://t.co/dbbhvoa506'",Mental_Elf,[],2018-05-01 06:13:38+00:00,838,1543
luxlazuli,b'i feel like so often we want to blame someone for not doing the right things for themselves but you\xe2\x80\x99ve got to recognise that it\xe2\x80\x99s hard to change patterns when you\xe2\x80\x99re mentally healthy let alone when you\xe2\x80\x99re having a manic episode or something',no retweet username,[],2018-05-01 06:12:57+00:00,1984,968
amandaBpierce,"b'i don\xe2\x80\x99t post this for sympathy, rather to raise awareness on something 1 in 4 people deal with. \ni have bipolar disorder. i have been mocked, laughed at, shrugged off and cast aside. \nsending love and light to all those struggling.'",selfloveliv,[],2018-05-01 06:07:52+00:00,141,152
kfayewills,"b'thing that sucks about bipolar disorder, part 100028473: not knowing if you\xe2\x80\x99re upset at something valid or if it\xe2\x80\x99s just a depressive phase coming to say hello'",mgoodwxn,[],2018-05-01 06:06:02+00:00,293,326
alexringle,b'me coming out of my room for the first time in 2 days after a manic depressive episode https://t.co/rj3wlphgmo',no retweet username,[],2018-05-01 06:02:39+00:00,407,460
justinloveshugs,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 06:02:37+00:00,94,401
harmbotftw,b'@ayoashdgaf i wish i wasn\xe2\x80\x99t bipolar. i\xe2\x80\x99m having an untreated manic episode i think which is why i believe i\xe2\x80\x99ve been so crazy lately. \xf0\x9f\x99\x83',no retweet username,[],2018-05-01 06:01:21+00:00,406,202
JARosenberg12,"b'wow, i love this!\ni needed a good chuckle today!\n#thetruth #thebipolarbattle #endthestigma #bipolarawareness #mentalhealthawareness #bipolardisorder #bipolarstrong #bipolar #sicknotweak #keeptalkingmh https://t.co/xbmkzkjyqi'",BipolarBattle,"[{'text': 'TheTruth', 'indices': [68, 77]}, {'text': 'thebipolarbattle', 'indices': [78, 95]}, {'text': 'EndTheStigma', 'indices': [96, 109]}, {'text': 'bipolarawareness', 'indices': [110, 127]}]",2018-05-01 05:54:31+00:00,4665,3356
jasonmurphy4,"b""honored to help share @mauroranallo's brave &amp; unflinching account of his lifelong battle against bipolar disorder.  \n\na raw, poignant &amp; ultimately inspirational film, bipolar rock \xe2\x80\x98n roller premieres may 25 on @showtime. https://t.co/lqzhomkts2""",StephenEspinoza,[],2018-05-01 05:54:02+00:00,600,2346
Pou_Ban26,b'bipolar mood disorder is very dangerous thing \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9 https://t.co/nicfgf7jbv',no retweet username,[],2018-05-01 05:53:52+00:00,1559,434
wongjoelle,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:53:05+00:00,122,51
SciSeekFeed,b'the mental elf:  \xe2\x80\x9cnobody knows the trouble i\xe2\x80\x99ve seen\xe2\x80\x9d. depression and bipolar disorder in people with intellectual disabilities  https://t.co/q8pxrvnrrb',no retweet username,[],2018-05-01 05:52:24+00:00,1071,3
SqueakyChocobo,b'second manic episode in 24 hours. different hospital this time.. hopefully someone can offer an answer or solution for my brother...',no retweet username,[],2018-05-01 05:52:21+00:00,58,127
mgoodwxn,"b'thing that sucks about bipolar disorder, part 100028473: not knowing if you\xe2\x80\x99re upset at something valid or if it\xe2\x80\x99s just a depressive phase coming to say hello'",no retweet username,[],2018-05-01 05:52:16+00:00,552,361
emily16303,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:48:42+00:00,84,292
mellow__vibe,"b""honored to help share @mauroranallo's brave &amp; unflinching account of his lifelong battle against bipolar disorder.  \n\na raw, poignant &amp; ultimately inspirational film, bipolar rock \xe2\x80\x98n roller premieres may 25 on @showtime. https://t.co/lqzhomkts2""",StephenEspinoza,[],2018-05-01 05:47:22+00:00,582,945
E_MichaelAuthor,"b'wow, i love this!\ni needed a good chuckle today!\n#thetruth #thebipolarbattle #endthestigma #bipolarawareness #mentalhealthawareness #bipolardisorder #bipolarstrong #bipolar #sicknotweak #keeptalkingmh https://t.co/xbmkzkjyqi'",BipolarBattle,"[{'text': 'TheTruth', 'indices': [68, 77]}, {'text': 'thebipolarbattle', 'indices': [78, 95]}, {'text': 'EndTheStigma', 'indices': [96, 109]}, {'text': 'bipolarawareness', 'indices': [110, 127]}]",2018-05-01 05:47:02+00:00,27278,28699
mommabearjogs,"b'it\xe2\x80\x99s an indescribable melancholy. it muffles life. it dulls the senses. and it eats away at the soul one day, one hour, one minute at a time. #mentalillness #mooddisorder #depression #anxiety #bipolardisorder  #medication #fml #akf #losingthebattle #stillfightingthewar'",no retweet username,[],2018-05-01 05:46:45+00:00,556,857
Misty54052962,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:46:43+00:00,32,376
VanelleNono,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:42:31+00:00,728,293
Powerfuls0ul,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:41:42+00:00,2,27
ohhellnahdamn,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:40:56+00:00,3,30
brittbratty2you,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:38:47+00:00,437,335
AuthorCiaL,"b'i felt ""broken"" this past weekend.\ntoday i am ""ok""!\ntoday, are you broken, ok, or something else?\n#broken #ok #bipolardisorder #bipolar #bipolarstrong #thebipolarbattle #mentalhealthawareness #mentalillness #sicknotweak #keeptalkingmh https://t.co/vikbcfrkyc'",BipolarBattle,"[{'text': 'Broken', 'indices': [117, 124]}, {'text': 'ok', 'indices': [125, 128]}]",2018-05-01 05:34:32+00:00,4926,5504
SAgate7H,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:34:28+00:00,139,102
Bai_ley_eb,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:32:17+00:00,134,137
iVivekMisra,b'\xe2\x80\x9cnobody knows the trouble i\xe2\x80\x99ve seen\xe2\x80\x9d. depression and bipolar disorder in people with intellectual disabilities https://t.co/dutjnfqkio',no retweet username,[],2018-05-01 05:30:56+00:00,3257,434
Dagger_wolfe,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:27:26+00:00,1297,2649
luken08,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:25:20+00:00,12,107
aghoury79,b'\xe2\x80\x9cnobody knows the trouble i\xe2\x80\x99ve seen\xe2\x80\x9d. depression and bipolar disorder in people with intellectual disabilities https://t.co/zkhr4tn7er',no retweet username,[],2018-05-01 05:24:10+00:00,1958,680
bitdadari,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:22:39+00:00,534,133
FIONAPARKER5,"b'""nobody knows the trouble i\xe2\x80\x99ve seen""\ndepression and bipolar disorder in people with intellectual disabilities https://t.co/pase9ndowk https://t.co/dbbhvoa506'",Mental_Elf,[],2018-05-01 05:17:41+00:00,1253,4451
bsl4kids,"b'a naked bisexual polar bear with bipolar disorder, is a bare bipolar bi polar bear.'",TheWeirdWorld,[],2018-05-01 05:17:24+00:00,7,150
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following
ThomasDamsko,b'een belangrijke dag voor mensen met bipolar disorder',no retweet username,[],2018-06-01 08:59:06+00:00,3781,1839
Cindydpermatasr,"b'jadi temen-temen, disini aku mau share salah satu aplikasi/web yang menurutku kerennn banget. karena dari web ini kita bisa istilahnya ngukur tingkat depresi, anxiety (gangguang kecemasan), ptsd (post traumatic stress disorder) sampe gangguan bipolar. (btw aku baru nyoba webnya).'",almondyed,[],2018-06-01 08:56:29+00:00,338,302
ikrams__,"b'jadi temen-temen, disini aku mau share salah satu aplikasi/web yang menurutku kerennn banget. karena dari web ini kita bisa istilahnya ngukur tingkat depresi, anxiety (gangguang kecemasan), ptsd (post traumatic stress disorder) sampe gangguan bipolar. (btw aku baru nyoba webnya).'",almondyed,[],2018-06-01 08:48:18+00:00,166,130
fiya_suzu,"b'jadi temen-temen, disini aku mau share salah satu aplikasi/web yang menurutku kerennn banget. karena dari web ini kita bisa istilahnya ngukur tingkat depresi, anxiety (gangguang kecemasan), ptsd (post traumatic stress disorder) sampe gangguan bipolar. (btw aku baru nyoba webnya).'",almondyed,[],2018-06-01 08:48:06+00:00,584,1980
JacobBarkerCBC,"b""just thought i'd highlight this headline... \n\nhttps://t.co/02mytj57ds https://t.co/qgp0noghle""",no retweet username,[],2018-06-01 08:47:03+00:00,3514,4770
dwicahtiti,"b'jadi temen-temen, disini aku mau share salah satu aplikasi/web yang menurutku kerennn banget. karena dari web ini kita bisa istilahnya ngukur tingkat depresi, anxiety (gangguang kecemasan), ptsd (post traumatic stress disorder) sampe gangguan bipolar. (btw aku baru nyoba webnya).'",almondyed,[],2018-06-01 08:47:02+00:00,658,389
jo0llytime,"b'jadi temen-temen, disini aku mau share salah satu aplikasi/web yang menurutku kerennn banget. karena dari web ini kita bisa istilahnya ngukur tingkat depresi, anxiety (gangguang kecemasan), ptsd (post traumatic stress disorder) sampe gangguan bipolar. (btw aku baru nyoba webnya).'",almondyed,[],2018-06-01 08:45:45+00:00,260,688
joyayeaye,"b'jadi temen-temen, disini aku mau share salah satu aplikasi/web yang menurutku kerennn banget. karena dari web ini kita bisa istilahnya ngukur tingkat depresi, anxiety (gangguang kecemasan), ptsd (post traumatic stress disorder) sampe gangguan bipolar. (btw aku baru nyoba webnya).'",almondyed,[],2018-06-01 08:45:44+00:00,104,205
folklorhe,"b'jadi temen-temen, disini aku mau share salah satu aplikasi/web yang menurutku kerennn banget. karena dari web ini kita bisa istilahnya ngukur tingkat depresi, anxiety (gangguang kecemasan), ptsd (post traumatic stress disorder) sampe gangguan bipolar. (btw aku baru nyoba webnya).'",almondyed,[],2018-06-01 08:45:01+00:00,712,1302
Arw1nd,"b'jadi temen-temen, disini aku mau share salah satu aplikasi/web yang menurutku kerennn banget. karena dari web ini kita bisa istilahnya ngukur tingkat depresi, anxiety (gangguang kecemasan), ptsd (post traumatic stress disorder) sampe gangguan bipolar. (btw aku baru nyoba webnya).'",almondyed,[],2018-06-01 08:44:29+00:00,682,1085
witjaksonowicak,"b'jadi temen-temen, disini aku mau share salah satu aplikasi/web yang menurutku kerennn banget. karena dari web ini kita bisa istilahnya ngukur tingkat depresi, anxiety (gangguang kecemasan), ptsd (post traumatic stress disorder) sampe gangguan bipolar. (btw aku baru nyoba webnya).'",almondyed,[],2018-06-01 08:43:53+00:00,659,246
KRYYPT0H,b'i wish i could dm @mauroranallo... i need to know from someone who suffers from bipolar disorder and anxiety how to cope.',no retweet username,[],2018-06-01 08:42:59+00:00,87,503
