username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following
katerina27272,"nutrition is key to treating bi-polar disorder, check it out:
https://t.co/snf2gp6csl",madmischiefbook,[],2019-12-05 11:00:15+00:00,76,2230
,,,,,,
DuroLocus,"""se o governo quer me expulsar, eu me torno governo pra ver se eles me expulsam"" q resumo perfeito de tudo https://t.co/bp1jpv0vr2",dsfagundes,[],2019-12-05 10:42:01+00:00,223,442
,,,,,,
noufalzurbatan,"ملف صوتي جميل عن استخدام الليثيوم لكبار السن من مرضى ثنائي القطب أو خلافه

هنا بالتغريدات التالية سأكتب بعض النقاط التي شدتني و أنصحكم بالاستماع إليه بالرابط التالي
https://t.co/wfc070uek6

من موقع معهد الأدوية النفسية

#psychddx_medication

يُتبع https://t.co/1vodnzqsmz",Lodonah,[],2019-12-05 10:34:09+00:00,1918,841
,,,,,,
RKashkeri,"ملف صوتي جميل عن استخدام الليثيوم لكبار السن من مرضى ثنائي القطب أو خلافه

هنا بالتغريدات التالية سأكتب بعض النقاط التي شدتني و أنصحكم بالاستماع إليه بالرابط التالي
https://t.co/wfc070uek6

من موقع معهد الأدوية النفسية

#psychddx_medication

يُتبع https://t.co/1vodnzqsmz",Lodonah,[],2019-12-05 10:12:18+00:00,2686,866
,,,,,,
Manolmarg,"ملف صوتي جميل عن استخدام الليثيوم لكبار السن من مرضى ثنائي القطب أو خلافه

هنا بالتغريدات التالية سأكتب بعض النقاط التي شدتني و أنصحكم بالاستماع إليه بالرابط التالي
https://t.co/wfc070uek6

من موقع معهد الأدوية النفسية

#psychddx_medication

يُتبع https://t.co/1vodnzqsmz",Lodonah,[],2019-12-05 09:59:09+00:00,36085,3836
,,,,,,
Aware,"did you know aware has 400+ volunteers nationwide? our volunteers play a valuable role in their communities supporting people impacted by depression &amp; bipolar disorder. on #internationalvolunteerday we would like to say thank you for your time, compassion and enthusiasm! #ivd2019 https://t.co/li2dtgwevo",no retweet username,[],2019-12-05 09:33:38+00:00,23358,496
,,,,,,
PaediatricNews,"a new study @jamapediatrics reports that individuals with autism spectrum disorder are at greater risk for diagnoses of depression, anxiety, and bipolar disorder. https://t.co/j4is4scwzt #asd https://t.co/grhi354hkz",JAMAPediatrics,[],2019-12-05 09:29:11+00:00,314,427
,,,,,,
clare_scotney,"#psychology repost hannahrosespeaks with @get_repost
・・・
💭
.
.
.
.
#bipolar #bipolar1 #bipolar2 #bipolardepression #bipolarmemes #bipolarawareness #bipolardisorderawareness #bipolaridad #mooddisorders… https://t.co/btdtz3mhn9",no retweet username,"[{'text': 'psychology', 'indices': [0, 11]}, {'text': 'bipolar', 'indices': [67, 75]}, {'text': 'bipolar1', 'indices': [76, 85]}, {'text': 'bipolar2', 'indices': [86, 95]}, {'text': 'bipolardepression', 'indices': [96, 114]}]",2019-12-05 09:14:01+00:00,198,207
,,,,,,
GlasgowZineLib,"🎸""the devil and daniel johnston honours the complex artistry of daniel johnston while exploring how bipolar disorder and schizophrenia distorted his behaviour and informed his haunting work."" join @glasgowzinelib for a screening on 7th december. tickets: https://t.co/xhyqdngxgr https://t.co/dg80mujqjw",GlasgowZineLib,[],2019-12-05 09:06:18+00:00,5188,605
,,,,,,
spar_snb,bp1も買っちゃったし、レポート書いてえねえど行くしかねえな？ https://t.co/ou7aillo5v,no retweet username,[],2019-12-05 09:05:08+00:00,947,687
,,,,,,
APEXINT3L,very cool bp1-1 pathfinder skin will be available for free by simply signing on to celebrate the launch of jedi fallen order! #apexlegends https://t.co/kitiqrzcle,no retweet username,[],2019-12-05 08:59:17+00:00,665,83
,,,,,,
SAINTEMRY,"my ocd making a sudden, violent reappearance after letting the complex ptsd and bipolar disorder take the driver’s seat for the last three years: https://t.co/lxkwjvm9dv",no retweet username,[],2019-12-05 08:41:54+00:00,166,343
,,,,,,
baktifh,"ملف صوتي جميل عن استخدام الليثيوم لكبار السن من مرضى ثنائي القطب أو خلافه

هنا بالتغريدات التالية سأكتب بعض النقاط التي شدتني و أنصحكم بالاستماع إليه بالرابط التالي
https://t.co/wfc070uek6

من موقع معهد الأدوية النفسية

#psychddx_medication

يُتبع https://t.co/1vodnzqsmz",Lodonah,[],2019-12-05 08:26:14+00:00,76,755
,,,,,,
shahad_aa1,"ملف صوتي جميل عن استخدام الليثيوم لكبار السن من مرضى ثنائي القطب أو خلافه

هنا بالتغريدات التالية سأكتب بعض النقاط التي شدتني و أنصحكم بالاستماع إليه بالرابط التالي
https://t.co/wfc070uek6

من موقع معهد الأدوية النفسية

#psychddx_medication

يُتبع https://t.co/1vodnzqsmz",Lodonah,[],2019-12-05 08:00:13+00:00,107,685
,,,,,,
MentalHealth_TV,bipolar disorder is often misunderstood. #bipolardisorder #mentalhealth #mentalillness https://t.co/rrci2quq4q,no retweet username,"[{'text': 'bipolardisorder', 'indices': [41, 57]}, {'text': 'mentalhealth', 'indices': [58, 71]}, {'text': 'mentalillness', 'indices': [72, 86]}]",2019-12-05 08:00:00+00:00,1811,1036
,,,,,,
drsaeedassiri,"ملف صوتي جميل عن استخدام الليثيوم لكبار السن من مرضى ثنائي القطب أو خلافه

هنا بالتغريدات التالية سأكتب بعض النقاط التي شدتني و أنصحكم بالاستماع إليه بالرابط التالي
https://t.co/wfc070uek6

من موقع معهد الأدوية النفسية

#psychddx_medication

يُتبع https://t.co/1vodnzqsmz",Lodonah,[],2019-12-05 07:59:37+00:00,56654,549
,,,,,,
Lodonah,"ملف صوتي جميل عن استخدام الليثيوم لكبار السن من مرضى ثنائي القطب أو خلافه

هنا بالتغريدات التالية سأكتب بعض النقاط التي شدتني و أنصحكم بالاستماع إليه بالرابط التالي
https://t.co/wfc070uek6

من موقع معهد الأدوية النفسية

#psychddx_medication

يُتبع https://t.co/1vodnzqsmz",no retweet username,[],2019-12-05 07:59:12+00:00,16015,4
,,,,,,
COPEScotland,"brand new on the blog - our community correspondent ann marie reflects on our mind waves ten questions for ten years, and her answers are inspiring 💫💫💫 https://t.co/bg9lhqdpb8 https://t.co/fmbqgentvi",MindWaves1,[],2019-12-05 07:17:13+00:00,3878,841
,,,,,,
id_greatedu,bipolar adalah gangguan mental dan ditandai dengan perubahan emosi yang drastis. seseorang yang menderita bipolar dapat merasakan gejala mania (sangat senang) dan depresif (sangat terpuruk).,id_greatedu,[],2019-12-05 06:58:21+00:00,1721,2
,,,,,,
09Manuel09Ba,@raul_bp1 se mama y ahora unas orcos me empezaron a violentar jajaja ni cuando las ayudas estás bien.,MrReyKing,[],2019-12-05 06:55:14+00:00,531,4916
,,,,,,
bigdaddytaz71,"@djbritstar for as much joy and happiness you have brought me, i will always be here for you. i also am diagnosed manic depression, anxiety, bipolar, and ptsd. so i can understand what you go through. much love and positivity to you gorgeous queen 😍 💖😘🌹 👑",no retweet username,[],2019-12-05 06:33:28+00:00,243,156
,,,,,,
Jimmy_the_Newb,"#apexlegends is celebrating the success of #jedifallenorder with a free #bp1 #pathfinder skin!
-
#archetype #archetypegg #esports #competitivegaming #twitch #pc #xbox #ps4 #pcgaming #twitchstreamer #videogames #gaming #destiny2 #fortnite #pubg #realmroyale #apex #apexlegendsxbox https://t.co/asnxofdjai",ArchetypeGG,"[{'text': 'ApexLegends', 'indices': [17, 29]}, {'text': 'JediFallenOrder', 'indices': [60, 76]}, {'text': 'BP1', 'indices': [89, 93]}, {'text': 'Pathfinder', 'indices': [94, 105]}, {'text': 'Archetype', 'indices': [114, 124]}, {'text': 'ArchetypeGG', 'indices': [125, 137]}]",2019-12-05 06:23:35+00:00,5409,60
,,,,,,
viscerafile,"being bipolar is like

id: mania
superego: depression
ego: maintaining a consistent presence on social media",no retweet username,[],2019-12-05 06:22:14+00:00,99,121
,,,,,,
ArchetypeGG,"#apexlegends is celebrating the success of #jedifallenorder with a free #bp1 #pathfinder skin!
-
#archetype #archetypegg #esports #competitivegaming #twitch #pc #xbox #ps4 #pcgaming #twitchstreamer #videogames #gaming #destiny2 #fortnite #pubg #realmroyale #apex #apexlegendsxbox https://t.co/asnxofdjai",no retweet username,"[{'text': 'ApexLegends', 'indices': [0, 12]}, {'text': 'JediFallenOrder', 'indices': [43, 59]}, {'text': 'BP1', 'indices': [72, 76]}, {'text': 'Pathfinder', 'indices': [77, 88]}, {'text': 'Archetype', 'indices': [97, 107]}]",2019-12-05 06:21:46+00:00,148,192
,,,,,,
EDSLeader,"homeless queer single mom dealing with ptsd, manic depression, and bipolar 2 needs help eating and staying warm. anything (donations or retweets) helps so much! ❤❤❤
#cashapp $blueeyedashh 
#paypal https://t.co/srklad5fn5",BlueEyedMinion0,[],2019-12-05 06:01:44+00:00,281,267
,,,,,,
MrReyKing,@raul_bp1 ya sabes cómo son las 🐶esas del pañuelín.,no retweet username,[],2019-12-05 05:43:46+00:00,46497,247
,,,,,,
Joaco19,"@raul_bp1 regla número 1: me vale verga que hagas con tu asqueroso cuerpo pero avisa donde estás, simple and easy.",no retweet username,[],2019-12-05 05:42:29+00:00,272,746
,,,,,,
MrReyKing,@raul_bp1 se mama y ahora unas orcos me empezaron a violentar jajaja ni cuando las ayudas estás bien.,no retweet username,[],2019-12-05 05:40:24+00:00,46497,247
,,,,,,
Joaco19,@raul_bp1 no mames imaginate la putiza que te hubieran puesto si armas este desmadre...,no retweet username,[],2019-12-05 05:38:24+00:00,272,746
,,,,,,
empathyspace,"borderline personality disorder and bipolar disorder are completely different disorders. although the symptoms of bipolar and bpd may appear somewhat similar, they are two very distinct illnesses.

#bpd #borderlinepersonalitydisorder #empathyspaceng #empathyspace #empathy https://t.co/rngqfcxgry",no retweet username,[],2019-12-05 05:20:02+00:00,402,215
,,,,,,
KimbFunk,"pin by julie martin on bi polar | bipolar disorder quotes, bipolar quotes, bond quotes https://t.co/rb9ymwkreb",no retweet username,[],2019-12-05 05:13:45+00:00,11,53
,,,,,,
jodaaanleigh,"look happy but i’ve been in a very dark place my whole life. doctors telling me i need medication for my manic depression and anxiety and bipolar. grew up around drugs, abuse, abandonment. childhood full of trauma. adult life full of trauma. look happy in my pics but far from it. https://t.co/trd1chlwop https://t.co/2vljxf4wak",no retweet username,[],2019-12-05 05:04:43+00:00,206,243
,,,,,,
anniejuh,"@nellligans im not an expert but mania is specific to bipolar disorder because it is part of the condition. depression in bipolarity isnt the same as a depression, that’s why people feel like they can isolate the manic part of bipolarity but it can’t happen outside of a bipolar disorder tho",no retweet username,[],2019-12-05 05:03:50+00:00,109,679
,,,,,,
WordSrgnz,"ppl who think they know what #bipolar disorder is usu rly don't. we are not crazy. we just have higher moods and lower ones sometimes.
#endthestigma
#mentalhealthmatters https://t.co/kqvzopa6ob",no retweet username,"[{'text': 'bipolar', 'indices': [29, 37]}]",2019-12-05 04:38:20+00:00,533,504
,,,,,,
angelxemoji,"trigger warning!!! 

these were from 2014. i’d just been diagnosed with bipolar and borderline personality disorder. wasn’t eating and self harming really bad and these photos were taken shortly before i nearly died in hospital from an overdose. https://t.co/xgxhrbkvwl https://t.co/1ppcbhotlj",no retweet username,[],2019-12-05 04:31:35+00:00,9105,2197
,,,,,,
Socias__,"more eu antitrust heat for google (and facebook) over data collection

in a separate matter, 41 shopping comparison sites want the european commission to further penalize google in shopping search.

https://t.co/nufxta6zk3

thanks to @marketingland https://t.co/gzibf7euoi",no retweet username,[],2019-12-05 04:20:04+00:00,3043,2276
,,,,,,
endIesssbummer,the first picture was a taken a week after i was kicked out for being a lesbian after accidentally outing myself. second picture was taken a week after i was diagnosed with bipolar disorder. i just realized i’m wearing the same button up. https://t.co/wfpl7ftf0m https://t.co/neyanarvrr,no retweet username,[],2019-12-05 03:49:08+00:00,228,199
,,,,,,
bigpthedaddy,"@unofficialpund1 @shrawanbissaka @andrewt_mufc @doublejayz72 @abdelbeheri @djconnerroberts @tjm3183 @kaylaleighkx @shahrukh____ @manutd_hq @utdarena_ @knaggsy097 you are suffering from manic depression(bipolar). urgent mental help needed for you.
#glazersout",no retweet username,[],2019-12-05 03:32:41+00:00,677,646
,,,,,,
lepidolites_,"@ravenclawkohai yeah afaik it isn’t? i have bipolar ii, but my hypomania tends to be a bit on the stronger side (although haven’t had any episodes in over a year, knock on wood 🙏🏼), but i think something like that would track more for him than bipolar i, the biggest thing i think is that",no retweet username,[],2019-12-05 03:29:13+00:00,453,690
,,,,,,
Sebasti16149290,"new-post wednesday is here!
check out my new article.:-)
8 suggestions to dating when you have bipolar disorder (or other mental illness) https://t.co/uqrywwj7bu https://t.co/8hrq5ysha9",BipolarBattle,[],2019-12-05 03:29:13+00:00,20,166
,,,,,,
lepidolites_,"@ravenclawkohai ah thank u it means so much that ppl support this take 😭 ya i think a lot of times w bipolar ppl get stuck on the rapid cycle and/or bouts of intense mania thing, forgetting there is more than one type of bipolar and many different symptoms of it",no retweet username,[],2019-12-05 03:21:25+00:00,453,690
,,,,,,
Debashi40239185,"#result_of_realworship 
devotion of true god is one solution for many problems like depression, 
anxiety disorders,panic disorder, 
bipolar disorder,post-traumatic stress disorder,schizophrenia etc.
only sant rampal ji maharaj can tell you the right way of devotion. https://t.co/xvtq8ambf1",UshaPaul10,"[{'text': 'Result_Of_RealWorship', 'indices': [16, 38]}]",2019-12-05 03:19:49+00:00,267,40
,,,,,,
Tr3Fns,"y’all niggas are drunk as hell on this man bday. “4:44” falls behind “rd”, “ag”, “tba”, and “bp1”, at bare minimum. an argument can be made for “vol. 2”. https://t.co/pmwpgns0gb",stevozone4_,[],2019-12-05 03:18:24+00:00,2479,753
,,,,,,
sharonL33940258,"life is what you make it paperback – 1 jan 2011

by preeti shenoy  (author)
-https://t.co/p73ber4xsx

the book beautifully describes how she gets acquainted with her bipolar disorder https://t.co/w3meyaluna",BookVillage5,[],2019-12-05 03:18:10+00:00,10381,8123
,,,,,,
bernardfoong,"life is what you make it paperback – 1 jan 2011

by preeti shenoy  (author)
-https://t.co/p73ber4xsx

the book beautifully describes how she gets acquainted with her bipolar disorder https://t.co/w3meyaluna",BookVillage5,[],2019-12-05 03:14:53+00:00,11841,7568
,,,,,,
stevozone4_,"y’all niggas are drunk as hell on this man bday. “4:44” falls behind “rd”, “ag”, “tba”, and “bp1”, at bare minimum. an argument can be made for “vol. 2”. https://t.co/pmwpgns0gb",no retweet username,[],2019-12-05 03:14:43+00:00,3637,1128
,,,,,,
it0k1ri,bp1コラボスキンはちゃめちゃに可愛い…かわいいよ、、ぱす、、,no retweet username,[],2019-12-05 03:11:26+00:00,198,59
,,,,,,
AlexHodges,"@playapex ea’s legal: k so we can’t technically call it a “bp1 skin”... but “bp1-inspired” should be ok 

disney’s legal: https://t.co/uhkf8lx0d7",no retweet username,[],2019-12-05 02:58:29+00:00,1837,1085
,,,,,,
eltonyapples,@raul_bp1 nada como coyoacanfell braah,no retweet username,[],2019-12-05 02:56:25+00:00,149,346
,,,,,,
karriehiggins,"homeless queer single mom dealing with ptsd, manic depression, and bipolar 2 needs help eating and staying warm. anything (donations or retweets) helps so much! ❤❤❤
#cashapp $blueeyedashh 
#paypal https://t.co/srklad5fn5",BlueEyedMinion0,[],2019-12-05 02:43:24+00:00,13861,6530
,,,,,,
rinda3_bot,"リンダの 最大hp3↗︎
攻撃力3↗︎ 守備力4↗︎
素早さ2↗︎ 最大bp1↗︎",no retweet username,[],2019-12-05 02:38:11+00:00,116,0
,,,,,,
ariellegarcia,i was just diagnosed with bipolar disorder a month before and i wasn’t taking care of my mental health. i was severely depressed and unknowingly in a manic state. https://t.co/8nzesxfeor https://t.co/ctwofjgejg,no retweet username,[],2019-12-05 02:26:24+00:00,581,547
,,,,,,
RealBrianCote,@spotify his earlier stuff was good up until bp1. can’t speak on 4:44 though.,no retweet username,[],2019-12-05 02:26:15+00:00,133,496
,,,,,,
AmiiboKing313,"@laidfitness american gangster , hard knock life vol 2, dynasty, bp1-bp3, this is a great time to be alive.",no retweet username,[],2019-12-05 02:22:27+00:00,3838,915
,,,,,,
VenusianGyal,psychosis or bipolar disorder ?🤔 https://t.co/ya2j0peujt,_bhinese,[],2019-12-05 02:20:43+00:00,64,56
,,,,,,
mrvlsryujin,unpopular opinion but i think legacies is terrible at writing lizzie’s bipolar disorder...it’s forgotten about until it’s convenient for the plot https://t.co/0po95aq8ro,satlzmans,[],2019-12-05 02:05:55+00:00,168,594
,,,,,,
jaden_jeffery,"@queenspacealien @philthese i have bipolar disorder and i was triggered into mania. i think they’re cool for many, but i know they’re not for me. 
if you ever try it, just make sure you’re with trustworthy people that will keep you safe. but make sure it is your 100% decision to do it.",0ut3rspace,[],2019-12-05 01:59:30+00:00,30,40
,,,,,,
patriciasinglet,"new-post wednesday is here!
check out my new article.:-)
8 suggestions to dating when you have bipolar disorder (or other mental illness) https://t.co/uqrywwj7bu https://t.co/8hrq5ysha9",BipolarBattle,[],2019-12-05 01:57:05+00:00,7301,4292
,,,,,,
aq_art_studio,"having worked tirelessly for months, i must admit that i’m going through mania with my bipolar. for about a week it has been the toughest phase i have ever been through. i’ve been scared to share this but please send me good thoughts. the down is coming.",DavidSandum,[],2019-12-05 01:41:31+00:00,104,105
,,,,,,
Szulikowska,"all i get from this is unnecessary stress, overdue assignments, panic attacks and triggers for my bipolar symptoms. does she even care how hard it is to control the triggers to my depression or mania?? noooo.",no retweet username,[],2019-12-05 01:40:14+00:00,448,187
,,,,,,
yvescityx,"@lapiskukuss kalo itu kutubnya, mania sama depresi. mania itu waktu bahagia scr berlebihan, depresi itu waktu sedih yg berlebihan.

bipolar nama lainnya manic depressive",no retweet username,[],2019-12-05 01:24:03+00:00,839,1318
,,,,,,
NathanP2022,"ballot #14 is from jay cohen. gained votes here for helton (now net +2) and wagner (+3). 

in the tracker: https://t.co/bp1rxbnrhi https://t.co/d6pkubsx1h",NotMrTibbs,[],2019-12-05 01:22:59+00:00,505,2956
,,,,,,
Winter50097681,i should have someone advocating for me due to being diagnosed with schzoeffective and schizophrenia general disorder and bipolar 1 and 2 disorder and my mother isn’t stable and my father is famous and y’all didn’t connect me at all with services for kids who have living parents,no retweet username,[],2019-12-05 01:21:09+00:00,7,158
,,,,,,
yvescityx,@lapiskukuss kalo bipolar itu bukannya mania?,no retweet username,[],2019-12-05 01:20:08+00:00,839,1318
,,,,,,
LuCordovac,"#uwmaseries
13)s: which's the hardest scene? 
f: it's dramatic scene
s: it's always dramatic in a series
f: not that dramatic, but it hard
s: this is drama queen, i'm gonna cry just saying about it
f: calm down, you have bipolar disorder now https://t.co/g4tid3j9l4",iamheretosong,"[{'text': 'UWMAseries', 'indices': [19, 30]}]",2019-12-05 01:09:21+00:00,86,39
,,,,,,
DepressionDj,"@0ut3rspace @queenspacealien @philthese so this might sound weird, but it's so validating to hear that other people with bipolar are triggered to mania. my partner experienced this also and is now psychedelic free. it's not exactly a safe topic, so we have never met anyone else who experienced that. thx for sharing.",no retweet username,[],2019-12-05 01:07:41+00:00,30,143
,,,,,,
psychadvice,"mindful free-time for #bipolardepression || https://t.co/c0lsxafwxt
==
#mentalhealth #bipolar #depression #mdd #mhsm #mhchat https://t.co/tdeie6wcx5",HealthyPlace,"[{'text': 'BipolarDepression', 'indices': [40, 58]}, {'text': 'mentalhealth', 'indices': [89, 102]}, {'text': 'bipolar', 'indices': [103, 111]}, {'text': 'depression', 'indices': [112, 123]}, {'text': 'mdd', 'indices': [124, 128]}, {'text': 'mhsm', 'indices': [129, 134]}]",2019-12-05 01:03:58+00:00,154,567
,,,,,,
MDEdgeTweets,"|podcast|
episode 92 of mdedge psychcast
older–age bipolar disorder with dr. martha sajatovic. 
listen: https://t.co/lcawzxhmvc https://t.co/vh2184trf0",no retweet username,[],2019-12-05 01:00:01+00:00,8188,2668
,,,,,,
inertsoul,"https://t.co/lz7bqvakan

i ‘m ok. i don’ t feel sick. am i sick? i’m not ok….

#bipolar #mentalhealthawareness #depression #addiction #mentalhealthmatters #sicknotweak #mental #health #selfcare",no retweet username,"[{'text': 'bipolar', 'indices': [79, 87]}, {'text': 'MentalHealthAwareness', 'indices': [88, 110]}]",2019-12-05 00:40:53+00:00,378,1265
,,,,,,
nattttbarrett,"bella, bipolar disorder.
alexis, car accident injuries.
mo, cancer.
aubrey, down syndrome.  
vinnie, rare disease.

change kids’ health to change the future: https://t.co/3j2ppitp5d #givingtuesday https://t.co/w4xhtis4ae",CMNHospitals,[],2019-12-05 00:37:55+00:00,509,154
,,,,,,
0ut3rspace,"@queenspacealien @philthese i have bipolar disorder and i was triggered into mania. i think they’re cool for many, but i know they’re not for me. 
if you ever try it, just make sure you’re with trustworthy people that will keep you safe. but make sure it is your 100% decision to do it.",no retweet username,[],2019-12-05 00:34:34+00:00,6909,6299
,,,,,,
tonycal93,"ballot #14 is from jay cohen. gained votes here for helton (now net +2) and wagner (+3). 

in the tracker: https://t.co/bp1rxbnrhi https://t.co/d6pkubsx1h",NotMrTibbs,[],2019-12-05 00:29:03+00:00,1650,623
,,,,,,
kjsbaseball,@playapex @respawn what is a bp1,no retweet username,[],2019-12-05 00:20:22+00:00,124,419
,,,,,,
hOODnERDCEO,uhhhh i don't know if its better than bp1 and i like 4:44 https://t.co/ja9qzlrzao,no retweet username,[],2019-12-05 00:09:24+00:00,1464,907
,,,,,,
Fishpot22,"ballot #14 is from jay cohen. gained votes here for helton (now net +2) and wagner (+3). 

in the tracker: https://t.co/bp1rxbnrhi https://t.co/d6pkubsx1h",NotMrTibbs,[],2019-12-05 00:05:32+00:00,249,2142
,,,,,,
RoseMHealth,many people living with bipolar disorder live healthy and happy lives. be a full and active participant in your own treatment. learn everything you can about bipolar disorder. become an expert on the illness. https://t.co/tayimxb94a,no retweet username,[],2019-12-05 00:00:04+00:00,96,187
,,,,,,
valkyriestonkin,unpopular opinion but i think legacies is terrible at writing lizzie’s bipolar disorder...it’s forgotten about until it’s convenient for the plot https://t.co/0po95aq8ro,satlzmans,[],2019-12-04 23:55:01+00:00,489,688
,,,,,,
_jktweets,@hip_hopsociety ba bp1 bp3,no retweet username,[],2019-12-04 23:51:37+00:00,695,571
,,,,,,
jGirls_Mag,"we're sharing ""what freedom means to me"" by liel huppert in honor of yesterday's national disability day. in the piece, huppert writes about her experiences with autism, adhd, anxiety, depression, and bipolar 2 disorder. read on at the link.

https://t.co/qe8g8vyta5 https://t.co/iprsyhkhe3",no retweet username,[],2019-12-04 23:45:06+00:00,285,616
,,,,,,
ericrpc,"ballot #14 is from jay cohen. gained votes here for helton (now net +2) and wagner (+3). 

in the tracker: https://t.co/bp1rxbnrhi https://t.co/d6pkubsx1h",NotMrTibbs,[],2019-12-04 23:42:25+00:00,39618,4707
,,,,,,
WorkingKate,"@thatericalper bipolar disorder or sql. actually, i’ll try to combine the two. manic coding depression.",no retweet username,[],2019-12-04 23:26:53+00:00,45,102
,,,,,,
RogerBlazic,being bipolar i get nothing but stigma. my mania is viewed as being irresponsible and making a bad choice.,no retweet username,[],2019-12-04 23:25:23+00:00,1973,2036
,,,,,,
Joaco19,@raul_bp1 la pareja de enamorados? ya se cabron pinche sociedad,no retweet username,[],2019-12-04 23:18:12+00:00,272,746
,,,,,,
_bhinese,psychosis or bipolar disorder ?🤔 https://t.co/ya2j0peujt,no retweet username,[],2019-12-04 23:14:10+00:00,156,151
,,,,,,
MixDiversity,white house secretary commits to diversity with strathdon estate ctc bp1,no retweet username,[],2019-12-04 22:51:47+00:00,15,1
,,,,,,
natasha_tracy,what trauma-informed care gets wrong about bipolar disorder | new | #bipolar burble | https://t.co/0xkltvzzrs #psych #depression https://t.co/rex365ydcv,no retweet username,"[{'text': 'Bipolar', 'indices': [68, 76]}]",2019-12-04 22:45:05+00:00,32836,13108
,,,,,,
jayyycruzzzz,@tt_frommtv2 bp1,no retweet username,[],2019-12-04 22:40:43+00:00,497,590
,,,,,,
Rotten_Ralph,"bipolarconfession: even though it’s called bipolar disorder, we don’t just experience two emotions. we experience depression (sometimes severe), (hypo)mania, apathy, anger (sometimes extreme), we dissociate, we shut down, we feel numb, we feel... https://t.co/r8s3xbgfnu",no retweet username,[],2019-12-04 22:38:31+00:00,164,408
,,,,,,
JulieBipolar,"travel and #bipolar. i have never traveled without getting manic. sad, but true. the best i can do is manage it using all of my skills. what goes up must come down. mania is not my friend. here's an interview i did on... https://t.co/0z4xzzuc5f",no retweet username,"[{'text': 'Bipolar', 'indices': [11, 19]}]",2019-12-04 22:33:04+00:00,8006,1694
,,,,,,
JulieBipolar,"travel and bipolar. i have never traveled without getting manic. sad, but true. the best i can do is manage it using all of my skills. what goes up must come down. mania is not my friend. here's an interview i did on... https://t.co/qx9ycbqyso",no retweet username,[],2019-12-04 22:31:07+00:00,8006,1694
,,,,,,
edcvhf2,"bipolar disorder &amp; pregnancy. in this film clare dolman, app trustee discusses the specific issues around pregnancy and childbirth for women with #bipolar disorder: https://t.co/dulpxt69mi @bipolaruk https://t.co/3vdfmstxnd",ActionOnPP,[],2019-12-04 22:23:06+00:00,533,2367
,,,,,,
KoalaKid2020,being able to identify the intense spells of irritability that usually precede hypomania or depression is vital for managing bipolar. https://t.co/meqqihcgxx,bpHopeMag,[],2019-12-04 22:20:59+00:00,2823,2455
,,,,,,
Sarahdearden1,"bipolar disorder &amp; pregnancy. in this film clare dolman, app trustee discusses the specific issues around pregnancy and childbirth for women with #bipolar disorder: https://t.co/dulpxt69mi @bipolaruk https://t.co/3vdfmstxnd",ActionOnPP,[],2019-12-04 22:15:19+00:00,1797,3089
,,,,,,
Incilin,"bp1 and rd are obvs top 2, wasn't referring to those

for amerian gangster, ""hello brooklyn"" is terrible 

on black album, ""change clothes"" is super meh, but i personally never liked ""threats"" (i find the talking annoying) https://t.co/tleeavjh0i",no retweet username,[],2019-12-04 22:11:15+00:00,8582,874
,,,,,,
BipolarBattle,"new-post wednesday is here!
check out my new article.:-)
8 suggestions to dating when you have bipolar disorder (or other mental illness) https://t.co/uqrywwj7bu https://t.co/8hrq5ysha9",no retweet username,[],2019-12-04 22:08:58+00:00,19298,16755
