username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label 
FrancisPujols03,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 10:36:36+00:00,57,890,['diagnosed as bipolar']
Desireetattoo,today is #worldbipolarday and also the birthday of vincent van gogh. van gogh was posthumously diagnosed as having bipolar disorder.,MarySgro13,"[{'text': 'WorldBipolarDay', 'indices': [25, 41]}]",2017-03-31 08:54:59+00:00,219,472,[]
Scott_Byrne,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 08:22:32+00:00,110,436,['diagnosed as bipolar']
momsbipolarlife,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 07:51:15+00:00,44,186,['diagnosed as bipolar']
darrendotcom,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 07:00:55+00:00,230,170,['diagnosed as bipolar']
d0ubletr0uble66,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 06:15:47+00:00,447,830,['diagnosed as bipolar']
SamaritansTam,'why i will never hide my bipolar diagnosis from anyone' https://t.co/ly8ckh7bhg #worldbipolarday @metrouk https://t.co/fin4xyedgw,samaritans,"[{'text': 'worldbipolarday', 'indices': [97, 113]}]",2017-03-31 06:12:25+00:00,693,983,['bipolar diagnosis']
rikoDLC,so my sister was diagnosed with bipolar and she's urging me to get checked for it. looking at the symptoms... yeah that seems likely.,no retweet username,[],2017-03-31 05:18:28+00:00,486,378,"['diagnosed with', 'diagnosed with bipolar']"
twofourteen,got diagnosed with add instead of bipolar?? i gues,no retweet username,[],2017-03-31 05:12:17+00:00,441,437,"['got diagnosed', 'diagnosed with']"
JC_daydream,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 05:09:12+00:00,28,192,['diagnosed as bipolar']
Gerontes_,"unless a severe mania, #bipolardisorder can be difficult to diagnose. approximately 1 in 5 people diagnosed with #bipolar have also been di…",no retweet username,"[{'text': 'bipolardisorder', 'indices': [23, 39]}, {'text': 'bipolar', 'indices': [113, 121]}]",2017-03-31 04:59:20+00:00,3621,3752,['diagnosed with']
selam_hackworth,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 04:16:02+00:00,35,48,['diagnosed as bipolar']
neurociencias,"unless a severe mania, #bipolardisorder can be difficult to diagnose.
approximately 1 in 5 people diagnosed with #bipolar have also been di… https://t.co/opo2yryqyq",Sciendo_Psynaps,"[{'text': 'bipolardisorder', 'indices': [44, 60]}]",2017-03-31 04:07:55+00:00,47879,47002,['diagnosed with']
peytondelaneym,"4. myth: bipolar can't be diagnosed until 18

fact: it can just be very difficult to diagnose but children have even shown signs of it",lesbianoverlord,[],2017-03-31 03:50:10+00:00,549,926,[]
peytondelaneym,"2. myth: its just as simple as having ""bipolar"" 

fact: you can be diagnosed with type 1, 2, or cyclothymia, which are all a lil different",lesbianoverlord,[],2017-03-31 03:50:04+00:00,549,926,['diagnosed with']
RabbiJason,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 03:46:46+00:00,26142,5791,['diagnosed as bipolar']
MuggleJamie,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 03:41:55+00:00,71,266,['diagnosed as bipolar']
uniteus7,@citygal79 i have a question: were you diagnosed with bipolar before or after you were taking a medication?,no retweet username,[],2017-03-31 03:34:55+00:00,206,294,"['diagnosed with', 'diagnosed with bipolar']"
IamtheDiDi,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 03:31:49+00:00,1872,4976,['diagnosed as bipolar']
MissKy333,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 03:21:45+00:00,100,1569,['diagnosed as bipolar']
lesbianoverlord,"4. myth: bipolar can't be diagnosed until 18

fact: it can just be very difficult to diagnose but children have even shown signs of it",no retweet username,[],2017-03-31 03:15:45+00:00,3545,446,[]
lesbianoverlord,"2. myth: its just as simple as having ""bipolar"" 

fact: you can be diagnosed with type 1, 2, or cyclothymia, which are all a lil different",no retweet username,[],2017-03-31 03:12:04+00:00,3545,446,['diagnosed with']
Stlucia29,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 03:07:40+00:00,410,1036,['diagnosed as bipolar']
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-03-31 03:05:53+00:00,54,18,['diagnosed with']
kimhearse,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 03:05:25+00:00,2012,4740,['diagnosed as bipolar']
ashtree336,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 02:55:37+00:00,608,1080,['diagnosed as bipolar']
charliimane,@shawty_joanna don't even lie 💀 i swear females should be diagnosed with bipolar disorder at birth 😂,no retweet username,[],2017-03-31 02:48:46+00:00,535,569,"['diagnosed with', 'diagnosed with bipolar']"
MelissaNalwasky,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 02:36:10+00:00,97,184,['diagnosed as bipolar']
blessedsusana,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 02:32:54+00:00,77,42,['diagnosed as bipolar']
wildmarshphoto,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 02:24:07+00:00,1218,4992,['diagnosed as bipolar']
raghavendra_t,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 02:22:27+00:00,410,685,['diagnosed as bipolar']
MarySunden,q4: what advice would you give to somebody who was recently diagnosed with bipolar disorder? #soschat https://t.co/soyyfjauce,StampStigma,"[{'text': 'SOSChat', 'indices': [110, 118]}]",2017-03-31 02:20:23+00:00,33,94,"['recently diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
DrDsOfficeHours,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 02:05:50+00:00,128,578,['diagnosed as bipolar']
_SL_Thompson,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 02:00:56+00:00,73,154,['diagnosed as bipolar']
Stacy_Piccolo,here's my unique story: the journey of being diagnosed #bipolar very abruptly in my teenage years...#worldbipolarday https://t.co/tg4rvup3kf,no retweet username,"[{'text': 'bipolar', 'indices': [55, 63]}, {'text': 'worldbipolarday', 'indices': [100, 116]}]",2017-03-31 01:52:58+00:00,384,740,[]
ClareCady,"today is world bipolar day, being diagnosed and struggling with it on a daily basis i cannot… https://t.co/qodzmyxhrm",tomliptrothair,[],2017-03-31 01:51:10+00:00,3267,2758,[]
ClareCady,happy international bipolar day! its that time of year again folks. when i was first diagnosed with this disorder... https://t.co/cgbgvokagl,rejalilawfirm,[],2017-03-31 01:46:46+00:00,3267,2758,"['first diagnosed', 'diagnosed with']"
JeremiahRiah,"@vickypezza it's genuine, and as a person diagnosed with bipolar personality disorder...not the walt diagnosed kind; mauro means a lot. love",no retweet username,[],2017-03-31 01:31:56+00:00,83,482,"['diagnosed with', 'diagnosed with bipolar']"
thefunrevucc,"for #worldbipolarday, @missmayim wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami https://t.co/hfmjpxzfhw",GrokNation,"[{'text': 'WorldBipolarDay', 'indices': [20, 36]}, {'text': 'NAMI', 'indices': [123, 128]}]",2017-03-31 01:28:31+00:00,666,1784,['diagnosed as bipolar']
WorldBipolarDay,hi my name is veronica v. from california.  i've been diagnosed with bipolar disorder for 20 yrs now. my outlet... https://t.co/snipveuofh,no retweet username,[],2017-03-31 01:28:09+00:00,4290,245,"['diagnosed with', 'diagnosed with bipolar']"
marzcorbeau,"list of things i've been diagnosed with: depression, dysthymia, ptsd, bipolar disorder, panic disorder, generalized anxiety disorder, bpd",no retweet username,[],2017-03-31 01:27:09+00:00,192,113,['diagnosed with']
jalvear,marcello was diagnosed with bipolar disorder at 19. read his story on @slaygirlsociety https://t.co/mbrzuq68yu #worldbipolarday,mooddisordersON,[],2017-03-31 01:19:45+00:00,1955,678,"['diagnosed with', 'diagnosed with bipolar']"
RedRobotCake,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 01:17:45+00:00,771,145,['diagnosed as bipolar']
kimber_weir,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 01:09:36+00:00,98,351,['diagnosed as bipolar']
PhineasPGauge,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 01:00:58+00:00,54,237,['diagnosed as bipolar']
Cainam,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 00:39:50+00:00,811,637,['diagnosed as bipolar']
haleyoneill18,"for #worldbipolarday i suggest a documentary called diagnosis bipolar, about 5 families &amp; struggles with raising kids with bipolar disorder. https://t.co/jsjzzbampq",no retweet username,"[{'text': 'worldbipolarday', 'indices': [4, 20]}]",2017-03-31 00:38:53+00:00,322,767,[]
roxanaag507,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 00:37:47+00:00,1972,3409,['diagnosed as bipolar']
bebe_rva,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 00:37:11+00:00,28,183,['diagnosed as bipolar']
jennifer_leigh,"for #worldbipolarday, @missmayim wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami https://t.co/hfmjpxzfhw",GrokNation,"[{'text': 'WorldBipolarDay', 'indices': [20, 36]}, {'text': 'NAMI', 'indices': [123, 128]}]",2017-03-31 00:36:39+00:00,326,270,['diagnosed as bipolar']
ashleyhothan,"for #worldbipolarday, i wrote about what it means to be diagnosed as bipolar or manic-depressive. #nami ➡️ https://t.co/dvn0zlxo3r https://t.co/1wn8nhyjsl",missmayim,"[{'text': 'WorldBipolarDay', 'indices': [19, 35]}, {'text': 'NAMI', 'indices': [113, 118]}]",2017-03-31 00:31:09+00:00,244,819,['diagnosed as bipolar']
__loverinn,i think i could definitely be diagnosed w/ bipolar disorder 😭 cus the way my mind operates is sick !,no retweet username,[],2017-03-31 00:26:36+00:00,2426,1803,[]
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label
kimvie,tbh rn just thinking about the time i was diagnosed as bipolar by a stranger in the comments of my blog https://t.co/gmuu6koqqg,gustarizz,[],2017-05-01 07:44:18+00:00,2773,4986,['diagnosed as bipolar']
killaalily,i'm so bipolar tbh i hate it (don't come at me @ feminists i'm literally diagnosed bipolar i can say this),no retweet username,[],2017-05-01 05:13:07+00:00,1189,487,['diagnosed bipolar']
_Reneilwe_M,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-05-01 05:11:15+00:00,2898,1937,"['diagnosed with', 'diagnosed with bipolar']"
NamedInstigator,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-05-01 05:09:45+00:00,5445,1499,"['diagnosed with', 'diagnosed with bipolar']"
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-05-01 02:35:42+00:00,54,18,['diagnosed with']
Natalie__bx,@yeikay85 borderline personality disorder! got diagnosed last year august. only just started getting help. its similar to bipolar x,no retweet username,[],2017-04-30 23:34:28+00:00,46,220,['got diagnosed']
Hi_Cial,today i guess i join the ranks of my officially diagnosed bipolar brethren. also ptsd but that one at least i knew before,no retweet username,[],2017-04-30 20:03:31+00:00,1166,367,['diagnosed bipolar']
levinord,the weirdest thing about being diagnosed as bipolar is realizing that this isn't how everyone's brain works.,no retweet username,[],2017-04-30 18:55:30+00:00,810,1239,['diagnosed as bipolar']
JingleBeau4,@lextmessage24 just as an fyi *we* don't use it as an excuse for everything. keep in mind i was diagnosed bipolar when i was 14 and ocd at 12.,no retweet username,[],2017-04-30 16:46:11+00:00,639,592,['diagnosed bipolar']
Sav_1717,i'm bipolar af! without actually being diagnosed as bipolar,no retweet username,[],2017-04-30 15:46:50+00:00,266,203,['diagnosed as bipolar']
CarBridewager,lonely journey: my struggle to cope with my son’s bipolar diagnosis https://t.co/wisilzbaqi https://t.co/o9ojv55zyc,no retweet username,[],2017-04-30 15:42:35+00:00,4,40,['bipolar diagnosis']
dspetro,i diagnosed trump as bipolar-autistic-psychotic and bipolar @allenfrancesmd said he's not.,no retweet username,[],2017-04-30 13:46:25+00:00,2600,2784,[]
CriticalPsyche,"biggest dsm iv error was adding bipolar 2:
pushed by pharma &amp; over-diagnosed by md's, it led to harmful/unneeded use of antipsychotic meds. https://t.co/psmwfn0ukj",AllenFrancesMD,[],2017-04-30 11:46:39+00:00,112,176,[]
mentalhealthph,"diagnosed w/ bipolar 2, the symptoms of hypomania &amp; depression affects day to day relationships and decisions #usaptayo  #mentalhealthph https://t.co/p9joj5qrqq",idslayug,"[{'text': 'UsapTayo', 'indices': [126, 135]}]",2017-04-30 11:15:22+00:00,55421,177,[]
idslayug,"diagnosed w/ bipolar 2, the symptoms of hypomania &amp; depression affects day to day relationships and decisions #usaptayo  #mentalhealthph https://t.co/p9joj5qrqq",no retweet username,[],2017-04-30 11:14:18+00:00,174,387,[]
ScrambledHeads1,on average it takes 10.5 yrs to get a correct diagnosis for #bipolar in the uk. read more: https://t.co/9leguelwbp https://t.co/fmicl2mgx6,FollowBDT,"[{'text': 'bipolar', 'indices': [75, 83]}]",2017-04-30 10:47:03+00:00,1327,4143,[]
kusumanjalising,@therahulmahajan @bansal_dhanraj it is not diagnosed as bipolar.it is known as mood swings. happens at certain days of the month.he doesn't know about it. 😊turmeric/monkey,harrisk1111,[],2017-04-30 05:52:11+00:00,5271,1865,[]
CattMarpMD,"@stlcupofjoe @prefix6 oh yeah, the best part: it was for their diagnosed bipolar disorder. who the fuck diagnoses a little kid with bipolar type 1",no retweet username,[],2017-04-30 05:06:18+00:00,780,626,"['diagnosed bipolar', 'diagnosed bipolar disorder']"
buzzingfritzbee,"@lookforjustin pang special topic ko po yan sa medchem namin, gamot po yan ng mga diagnosed ng bipolar",no retweet username,[],2017-04-30 04:55:58+00:00,806,678,[]
superstarboss1,new york weather should be diagnosed  with bipolar disorder 🎭,Steph_slim,[],2017-04-30 03:12:57+00:00,2386,5001,"['diagnosed with', 'diagnosed with bipolar']"
DslashNM,"i flashed back to my 2015 bipolar 1 diagnosis, and this idea that i am two halves (or many parts) that add to one whole",no retweet username,[],2017-04-30 01:28:49+00:00,353,722,['bipolar 1 diagnosis']
__GBBoy__,@str8_discr33t lmfao it takes a lot more than those few things to be diagnosed with bipolar disorder i or ii. i work in mental health,no retweet username,[],2017-04-30 00:31:20+00:00,8219,1887,"['diagnosed with', 'diagnosed with bipolar']"
jm2walsh,@electroboyusa @mooddisordersca @bcuban @miastjohnboxer @namiaustin @bipolarhotmess my son is diagnosed bipolar and has had symptoms since age 6. he's almost 13 and we are back to instability. sending love. #roughroad,no retweet username,[],2017-04-30 00:14:15+00:00,1545,2310,['diagnosed bipolar']
OC87rd,a #bipolar diagnosis: suicide watch by gabe howard https://t.co/n8kzzhrhho #buststigma #shareyourstory https://t.co/ihh9lzpvqg,no retweet username,"[{'text': 'Bipolar', 'indices': [2, 10]}, {'text': 'buststigma', 'indices': [75, 86]}, {'text': 'shareyourstory', 'indices': [87, 102]}]",2017-04-29 22:05:09+00:00,1250,1021,['bipolar diagnosis']
_Snizz,@connorsimpson12 3 of the most over diagnosed disorders ever. almost anyone that gets a psych eval will get diagnosed as bipolar,no retweet username,[],2017-04-29 18:24:44+00:00,603,1493,['diagnosed as bipolar']
SuzanGP,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 17:46:49+00:00,567,753,"['diagnosed with', 'diagnosed with bipolar']"
ScrambledHeads1,charlotte was diagnosed with bipolar disorder 20. read her personal experiences throughout pregnancy and pp #pptalk https://t.co/xp53r6dmya https://t.co/zn6msytohf,ActionOnPP,"[{'text': 'PPTalk', 'indices': [124, 131]}]",2017-04-29 17:25:53+00:00,1327,4143,"['diagnosed with', 'diagnosed with bipolar']"
jrother47,"biggest dsm iv error was adding bipolar 2:
pushed by pharma &amp; over-diagnosed by md's, it led to harmful/unneeded use of antipsychotic meds. https://t.co/psmwfn0ukj",AllenFrancesMD,[],2017-04-29 15:33:37+00:00,243,253,[]
Kashankashae,@covergirl53 yeah he was diagnosed with anxiety/depression/personality bipolar disorder,MrSelfMade80,[],2017-04-29 15:02:47+00:00,1093,468,['diagnosed with']
MrSelfMade80,@covergirl53 yeah he was diagnosed with anxiety/depression/personality bipolar disorder,no retweet username,[],2017-04-29 14:58:39+00:00,1603,2099,['diagnosed with']
harrisk1111,@therahulmahajan @bansal_dhanraj it is not diagnosed as bipolar.it is known as mood swings. happens at certain days of the month.he doesn't know about it. 😊turmeric/monkey,harrisk1111,[],2017-04-29 14:43:03+00:00,3353,1325,[]
harrisk1111,@therahulmahajan @bansal_dhanraj it is not diagnosed as bipolar.it is known as mood swings. happens at certain days of the month.he doesn't know about it. 😊turmeric/monkey,no retweet username,[],2017-04-29 14:37:52+00:00,3353,1325,[]
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-04-29 14:05:54+00:00,54,18,['diagnosed with']
AFR365,on average it takes 10.5 yrs to get a correct diagnosis for #bipolar in the uk. read more: https://t.co/jxqpmhcjnv https://t.co/0xhs6ulmvv,CharitySANE,"[{'text': 'bipolar', 'indices': [77, 85]}]",2017-04-29 13:35:32+00:00,13072,10932,[]
uNjabulo_,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 12:33:31+00:00,1701,235,"['diagnosed with', 'diagnosed with bipolar']"
maryjanelove_,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 12:22:39+00:00,689,133,"['diagnosed with', 'diagnosed with bipolar']"
meikentgpm,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 12:20:49+00:00,5321,4235,"['diagnosed with', 'diagnosed with bipolar']"
jake_mba,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 12:19:07+00:00,2236,2115,"['diagnosed with', 'diagnosed with bipolar']"
obusitse7,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 12:18:44+00:00,1579,3531,"['diagnosed with', 'diagnosed with bipolar']"
BantuComprador,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 12:14:42+00:00,2814,2532,"['diagnosed with', 'diagnosed with bipolar']"
G0REGRRRL,yeehaw finally diagnosed with dpd and schizoaffective disorder bipolar type after like a good year of knowing i had em,no retweet username,[],2017-04-29 11:51:24+00:00,606,439,['diagnosed with']
nigelonius,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 08:23:46+00:00,206,199,"['diagnosed with', 'diagnosed with bipolar']"
CCees,"biggest dsm iv error was adding bipolar 2:
pushed by pharma &amp; over-diagnosed by md's, it led to harmful/unneeded use of antipsychotic meds. https://t.co/psmwfn0ukj",AllenFrancesMD,[],2017-04-29 07:49:20+00:00,451,994,[]
Schillo_15,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 07:30:36+00:00,1576,1459,"['diagnosed with', 'diagnosed with bipolar']"
kimvie,"biggest dsm iv error was adding bipolar 2:
pushed by pharma &amp; over-diagnosed by md's, it led to harmful/unneeded use of antipsychotic meds. https://t.co/psmwfn0ukj",AllenFrancesMD,[],2017-04-29 06:47:02+00:00,2773,4986,[]
pharmagossip,"biggest dsm iv error was adding bipolar 2:
pushed by pharma &amp; over-diagnosed by md's, it led to harmful/unneeded use of antipsychotic meds. https://t.co/psmwfn0ukj",AllenFrancesMD,[],2017-04-29 06:43:24+00:00,17182,6925,[]
Sippitakeover,the wrap-up magazine: chris brown diagnosed with bipolar disorder https://t.co/az3sjcivhg,no retweet username,[],2017-04-29 04:06:03+00:00,12668,12955,"['diagnosed with', 'diagnosed with bipolar']"
nohohondo,"biggest dsm iv error was adding bipolar 2:
pushed by pharma &amp; over-diagnosed by md's, it led to harmful/unneeded use of antipsychotic meds. https://t.co/psmwfn0ukj",AllenFrancesMD,[],2017-04-29 03:59:58+00:00,1797,579,[]
Bethuel57630737,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 03:59:22+00:00,29,394,"['diagnosed with', 'diagnosed with bipolar']"
Bexta_N,"there are ppl who actually take pride in being moody, sum even want to be diagnosed with bipolar so they can have an excuse for being bitchy",Siphesihlle,[],2017-04-29 01:37:08+00:00,1552,816,"['diagnosed with', 'diagnosed with bipolar']"
FNaviaG,"biggest dsm iv error was adding bipolar 2:
pushed by pharma &amp; over-diagnosed by md's, it led to harmful/unneeded use of antipsychotic meds. https://t.co/psmwfn0ukj",AllenFrancesMD,[],2017-04-29 00:57:35+00:00,602,1101,[]
gardenia63,"biggest dsm iv error was adding bipolar 2:
pushed by pharma &amp; over-diagnosed by md's, it led to harmful/unneeded use of antipsychotic meds. https://t.co/psmwfn0ukj",AllenFrancesMD,[],2017-04-28 23:53:00+00:00,415,833,[]
teagromit,on average it takes 10.5 yrs to get a correct diagnosis for #bipolar in the uk. read more: https://t.co/9leguelwbp https://t.co/fmicl2mgx6,FollowBDT,"[{'text': 'bipolar', 'indices': [75, 83]}]",2017-04-28 23:20:16+00:00,539,2976,[]
