username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label
Kingwoman,@1sublime kanye west is diagnosed bipolar. he frequently rants that he is god and will run for president. you’ve got great taste in heroes.,no retweet username,[],2018-09-30 14:41:13+00:00,1773,2472,['diagnosed bipolar']
Kingwoman,"@ericbolling @kanyewest @jeffflake kanye is a mentally disturbed man who has been diagnosed bipolar. he frequently rants that he is god and will run for president. given your history, i suspect you ‘ll find him more than qualified for the job.",no retweet username,[],2018-09-30 14:39:48+00:00,1773,2472,['diagnosed bipolar']
BenReilly716,@nate_mcmurray i have a mental health diagnosis. bipolar. most of america can be diagnosed with a mental health issue. will we be allowed to keep our remingtons as well?,no retweet username,[],2018-09-30 13:12:33+00:00,775,1011,['diagnosed with']
DavidShamu,@aidenwolfe i was impressed by your willingness to come forward as bipolar. so i came forward that i'm autistic for the first time. no one knows because i was diagnosed as an adult and i've never told people.  i want more people too hear your voice so i tweeted about you. hope ok,no retweet username,[],2018-09-30 09:52:39+00:00,1624,4065,[]
PrivilegeHealth,psychiatrists of patients diagnosed #bipolar #failed to recognize nids symptoms as an adverse effect of neuroleptic antipsychotic drugs. ☠💊💉,PrivilegeHealth,"[{'text': 'bipolar', 'indices': [57, 65]}, {'text': 'failed', 'indices': [66, 73]}]",2018-09-30 07:41:06+00:00,1113,1006,[]
PrivilegeHealth,#psychiatrists of patients diagnosed #bipolar #failed to recognize #nids symptoms as #adverse effect of #neuroleptic #antipsychotic #drugs.,PrivilegeHealth,"[{'text': 'Psychiatrists', 'indices': [21, 35]}, {'text': 'bipolar', 'indices': [58, 66]}, {'text': 'failed', 'indices': [67, 74]}, {'text': 'NIDS', 'indices': [88, 93]}, {'text': 'adverse', 'indices': [106, 114]}, {'text': 'neuroleptic', 'indices': [125, 137]}]",2018-09-30 07:38:56+00:00,1113,1006,[]
Josiexfruit,@moanwater ikr?  that was the year i got diagnosed bipolar and pretty much stopped going to school.  he's lucky he even got the damn thing.,no retweet username,[],2018-09-30 07:31:08+00:00,256,356,"['got diagnosed', 'diagnosed bipolar', 'i got diagnosed']"
monkeyboyt2n,@_therealdeath diagnosed with bipolar nearly 20 years ago... so yes...,no retweet username,[],2018-09-30 05:53:56+00:00,1067,1233,"['diagnosed with', 'diagnosed with bipolar']"
cathynoble0602,because i am diagnosed bipolar the doctors assume i will overspend so they take my credit cards away before i do. i need wax strips and a window strap,no retweet username,[],2018-09-30 04:32:58+00:00,673,1689,"['am diagnosed', 'diagnosed bipolar', 'i am diagnosed']"
PrettyDepresso,sometimes i’m like “i’m fine &amp; i can’t believe 3 different doctors diagnosed me with bipolar disorder” then i get super manic and i’m like https://t.co/6ybibsk1y2,no retweet username,[],2018-09-30 04:02:42+00:00,113,262,[]
D_M_Clark_,@sallycapp_ i'm wondering if you can help? i run a meetup group for those diagnosed bipolar or other mood disorder &amp; we meetup every month as a social bunch. i'd like to harness our collective energies to help those homeless &amp; am not sure which orgs offer volunteer opportunities?,no retweet username,[],2018-09-30 02:28:50+00:00,1628,2168,['diagnosed bipolar']
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2018-09-30 01:54:43+00:00,54,18,['diagnosed with']
heresy8,@bingobingaman hi. not diagnosed but bipolar runs in my family. you and doug(no place like home) are a great inspiration. life's fucked and you help thru the most psychotic parts. know you're both loved and appreciated. you make me feel not so alone and damaged. thanks,no retweet username,[],2018-09-30 01:36:40+00:00,8,90,[]
JoelDTD,"@kidrauhlmontrea a) medication has helped me more than i could have hoped for, especially since being diagnosed with bipolar.

b) cbd oil was great, it just helped keep me level and calm. i wish i had more of it 🤷🏼‍♂️",no retweet username,[],2018-09-29 23:34:07+00:00,47093,2321,"['being diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
Limbictweets,@ctvcalgary i'm concerned for her. wasn't lindsay diagnosed with bipolar disorder?,no retweet username,[],2018-09-29 22:56:43+00:00,3938,4914,"['diagnosed with', 'diagnosed with bipolar']"
sarahdoyle27,"for the last year i’ve been wondering if it gets better. it fucking doesn’t. diagnosed as bipolar, self destructive, and now, everything has come full fucking circle.",no retweet username,[],2018-09-29 22:55:08+00:00,223,1072,['diagnosed as bipolar']
sparkyandtaz,@raginggaycons i was diagnosed with major depression 4 30 years &amp; given anti depressants which didn't help. i was treated for add which helped tremendously. finally a psychiatrist got it right and treated me with mood stabilizers for bipolar. i've been doing great (mostly) ever since.,no retweet username,[],2018-09-29 22:20:35+00:00,8343,8312,['diagnosed with']
RealTerron,"and for all the life losers who said i'm schizophrenic, you might want to google what that is cause i'm not that. trust me, i tried to get diagnosed as a schizo, bipolar when i was in another ""country"" and i failed. maybe a psychopath....lol",no retweet username,[],2018-09-29 20:10:27+00:00,574,544,[]
SisForStiles,@clancynacht lol omg. well i told him i was recently diagnosed as bipolar and he didn’t bat an eye.,no retweet username,[],2018-09-29 19:46:56+00:00,145,42,"['recently diagnosed', 'diagnosed as bipolar']"
thevisionari_,i was guilty of using the word bipolar loosely to describe people who were really moody until i had a girlfriend who was diagnosed as being bipolar. i no longer use that word to describe people’s mood swings.,no retweet username,[],2018-09-29 19:00:08+00:00,1091,1163,[]
tk33457rd,"i wonder if lindsey lohan has been diagnosed with bipolar disorder/manic depression yet?or maybe years of drug abuse jus taken its tool on her brain.i used to think studios lost money cuz of her shenanigans that’s why they sent the lapd after her,but now i think she had it coming",no retweet username,[],2018-09-29 18:31:01+00:00,1,0,"['diagnosed with', 'diagnosed with bipolar']"
brighton_alan,i suffer (unmedicated) with manic depression ii - ‘fraid i can’t use the dreadful ‘bipolar’ term - and have been suffering massive depression for the last few days. the sense of helplessness is indescribable. i was diagnosed in 1981; before gps threw the term around like sweets,no retweet username,[],2018-09-29 18:30:53+00:00,2653,600,[]
LeaDecker10,"son of doctor
comp in leafy suburbs (early life abroad) 
sectioned and diagnosed bipolar whilst at med school
psych inpatient 4 months
rejoined med school after year out
intercalated phd (back up plan)
graduated age 30
part time vts (kids)
now gp partner 
#mypathtomedicine",SDawlatly,[],2018-09-29 16:15:24+00:00,451,1301,['diagnosed bipolar']
AnitaRezz,"@bigeswallz them to understand what it's like watching someone you love suffer from bipolar disorder &amp; the actions of the person with bipolar disorder.  my son was diagnosed with pediatric bipolar disorder when he was 8. the kids at his school loved hanging out with him at school, but no 2/",no retweet username,[],2018-09-29 16:09:43+00:00,1315,2684,['diagnosed with']
In2gr8mh,"son of doctor
comp in leafy suburbs (early life abroad) 
sectioned and diagnosed bipolar whilst at med school
psych inpatient 4 months
rejoined med school after year out
intercalated phd (back up plan)
graduated age 30
part time vts (kids)
now gp partner 
#mypathtomedicine",SDawlatly,[],2018-09-29 15:21:28+00:00,3282,1780,['diagnosed bipolar']
MITALUMNI1998,@proudcrumblover @mitalumni1998 @killernarrative @esta_joy @leonwhi63670221 @back_ima @alwayshappyness @ptaray @willtrumpyou @tiredof_urcrap2 @traitortrumpa11 @bitchesalice @applecharlie5 @brian_kitchener @truckrogers1 @ghostoftick @imvala @abytw @samanthasjones4 @kartusdumat1987 @penblogger @jeffrey_t_roth @futiletresist @tony_tonyt @4everblue2018 @nobrainstrump @enterprise1054 @catfishjohn8 @gopyouknowme @ed_just_a_man @kagvirtues @tt197 @scorpius801 @pizzagatelibya @noiserawker @lostandlovinit @amy_etkind @kiwitri1 @instinctnaturel @annieadelel @tishmorticia7 @shadowsofliars @lottakerfuffles @lauriespoon @projo @projophoto @projomike @projock @projourn probably diagnosed with borderline personality. possibly bipolar in a manic stage. paranoia. delusions of persecution. narcissism. anger management issues. sexual frustration. the possibilities are endless,akvawe66,[],2018-09-29 15:09:05+00:00,278,407,['diagnosed with']
mandystevens22,"son of doctor
comp in leafy suburbs (early life abroad) 
sectioned and diagnosed bipolar whilst at med school
psych inpatient 4 months
rejoined med school after year out
intercalated phd (back up plan)
graduated age 30
part time vts (kids)
now gp partner 
#mypathtomedicine",SDawlatly,[],2018-09-29 15:01:58+00:00,5992,5523,['diagnosed bipolar']
akvawe66,@proudcrumblover @mitalumni1998 @killernarrative @esta_joy @leonwhi63670221 @back_ima @alwayshappyness @ptaray @willtrumpyou @tiredof_urcrap2 @traitortrumpa11 @bitchesalice @applecharlie5 @brian_kitchener @truckrogers1 @ghostoftick @imvala @abytw @samanthasjones4 @kartusdumat1987 @penblogger @jeffrey_t_roth @futiletresist @tony_tonyt @4everblue2018 @nobrainstrump @enterprise1054 @catfishjohn8 @gopyouknowme @ed_just_a_man @kagvirtues @tt197 @scorpius801 @pizzagatelibya @noiserawker @lostandlovinit @amy_etkind @kiwitri1 @instinctnaturel @annieadelel @tishmorticia7 @shadowsofliars @lottakerfuffles @lauriespoon @projo @projophoto @projomike @projock @projourn probably diagnosed with borderline personality. possibly bipolar in a manic stage. paranoia. delusions of persecution. narcissism. anger management issues. sexual frustration. the possibilities are endless,no retweet username,[],2018-09-29 14:57:32+00:00,6360,7230,['diagnosed with']
mockingjayxxt,"being diagnosed with psychosis and bipolar disorder isn’t a joke. and for some reason people in my life want to just brush it off. if these get worse (even with my medication) i could hurt others or myself. i don’t want to do that, but it can happen.",no retweet username,[],2018-09-29 13:20:40+00:00,42,468,"['being diagnosed', 'diagnosed with']"
joseestrada626,"amanda kay key, who has been diagnosed with bipolar disorder, and her daughter haley marie vilven were last heard from on sept. 15. https://t.co/ry4raxghar",NBCLA,[],2018-09-29 11:50:13+00:00,41,190,"['diagnosed with', 'diagnosed with bipolar']"
KaramelxxLatte,"amanda kay key, who has been diagnosed with bipolar disorder, and her daughter haley marie vilven were last heard from on sept. 15. https://t.co/ry4raxghar",NBCLA,[],2018-09-29 11:49:03+00:00,158,13,"['diagnosed with', 'diagnosed with bipolar']"
exceptions,"@ida_skibenes know what you mean. my dad wasn't an alike, but he had major bipolar issues. there's a face he would make that reminds me of that. after getting oldervand being diagnosed and medicated, he was a different person. every now and then though, that face would pop out.",no retweet username,[],2018-09-29 11:41:52+00:00,1515,2506,['being diagnosed']
Cajegirls,"amanda kay key, who has been diagnosed with bipolar disorder, and her daughter haley marie vilven were last heard from on sept. 15. https://t.co/ry4raxghar",NBCLA,[],2018-09-29 11:39:13+00:00,694,1088,"['diagnosed with', 'diagnosed with bipolar']"
AdonisDon2,"amanda kay key, who has been diagnosed with bipolar disorder, and her daughter haley marie vilven were last heard from on sept. 15. https://t.co/ry4raxghar",NBCLA,[],2018-09-29 11:36:10+00:00,4,12,"['diagnosed with', 'diagnosed with bipolar']"
wig4usc,"amanda kay key, who has been diagnosed with bipolar disorder, and her daughter haley marie vilven were last heard from on sept. 15. https://t.co/ry4raxghar",NBCLA,[],2018-09-29 11:31:04+00:00,1239,2387,"['diagnosed with', 'diagnosed with bipolar']"
Kathblue,"@__karajohnson @spooky_girl one of the 3 bothers was diagnosed with bipolar, and he ended up committing suicide. all 3 had separation anxiety as babies. it was so sad.",no retweet username,[],2018-09-29 10:44:33+00:00,1599,1395,"['diagnosed with', 'diagnosed with bipolar']"
NBCLA,"amanda kay key, who has been diagnosed with bipolar disorder, and her daughter haley marie vilven were last heard from on sept. 15. https://t.co/ry4raxghar",no retweet username,[],2018-09-29 10:30:01+00:00,532731,910,"['diagnosed with', 'diagnosed with bipolar']"
IndigoFairy17,"@shrink_at_large @x_taras_x i’ve been banned from individual therapy for having to many sessions 6 years ago. i am now diagnosed with bipolar as well as an unspecified pd and had no help bar medication, groups and “recovery college.”",IndigoFairy17,[],2018-09-29 08:14:46+00:00,891,1965,"['diagnosed with', 'diagnosed with bipolar']"
fatgymslim,@intlbipolar jst diagnosed bipolar. undiagnosed for 45 years apparently. current status - frightened and confused. probably angry too.,no retweet username,[],2018-09-29 06:48:31+00:00,37,807,['diagnosed bipolar']
impeachdummy46,@chriskrokshow go fund me account for ford is a scam‼️‼️‼️liberals can buy witnesses now to coach her what to say to get what they want📍who benefit from this❓❓the lawyers are getting richer &amp; richer📍ford is probably diagnosed with bipolar &amp; got molested while she was a kid🐷💨💩,no retweet username,[],2018-09-29 04:37:36+00:00,1634,4997,"['diagnosed with', 'diagnosed with bipolar']"
queerigan_,actually you don’t know bipolar until you are diagnosed with bipolar disorder ffs https://t.co/ahgzxtoic0,emmassopunk,[],2018-09-29 04:26:29+00:00,377,248,"['diagnosed with', 'diagnosed with bipolar']"
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label
upv_palaban,queenie guibao was diagnosed with bipolar disorder when she was 19. she now shares her experience on how she overcame her mental illness through her relationships with god and her family #takehearthavecourage #palabancares #upvcmmovesformh https://t.co/dzgrmdkhf7,no retweet username,[],2018-09-01 07:21:33+00:00,444,221,"['diagnosed with', 'diagnosed with bipolar']"
iiamerns,"ms. queenie guibao sharing her experience having been diagnosed with bipolar disorder
#palabancares
#takehearthavecourage 
#upvcmmovesformh https://t.co/kw2vvlmnbn",no retweet username,"[{'text': 'PalabanCares', 'indices': [86, 99]}]",2018-09-01 07:18:17+00:00,659,497,"['diagnosed with', 'diagnosed with bipolar']"
arkofchaos,you know what my favorite thing about my ex was/is? telling me she understood mental illness then when i get diagnosed as bipolar she's out like a light,no retweet username,[],2018-09-01 06:53:51+00:00,309,527,['diagnosed as bipolar']
iamboommusic,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-09-01 06:24:42+00:00,1302,869,[]
jasmine_brogren,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-09-01 05:36:06+00:00,237,336,[]
_psychonautt,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-09-01 04:44:17+00:00,408,801,[]
PapiEric28,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-09-01 04:21:31+00:00,580,256,[]
RamenVsPho,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-09-01 04:15:35+00:00,263,679,[]
mikailarinke,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-09-01 04:11:21+00:00,579,429,[]
iLivee4Music,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-09-01 03:42:33+00:00,492,645,[]
chrisxmoices,"you mfs be exposing all of your feelings or issues on social media for attention and sympathy. i am diagnosed with manic depression, high anxiety, paranoid schizophrenia &amp; bipolar disorder. i also still suffer from addiction, going on 11 years. you have the power to heal yourself",no retweet username,[],2018-09-01 03:16:16+00:00,166,179,"['am diagnosed', 'diagnosed with', 'i am diagnosed']"
BipolarBattle,@spxdenspxce do you see a pdoc? what type of bipolar are diagnosed with? don't be too hard on yourself about the job thing. a common thread with those of us living with bipolar disorder is job instability.❤,no retweet username,[],2018-09-01 02:27:10+00:00,19329,16712,['diagnosed with']
BipolarBattle,"@spxdenspxce i'm always here if you need some support or to chat with. i was diagnosed back in 1999 with bipolar type 1. i'm not a medical professional, but i've been around the block a few times with lived experience!❤😊🙏",no retweet username,[],2018-09-01 02:16:39+00:00,19329,16712,[]
RachelCameron15,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-09-01 01:11:06+00:00,242,319,[]
Snarcoleptic_13,"-i was just diagnosed this year with #heds. i’m 27 years old. 
-took me a solid year of tests and shit to be diagnosed with fibromyalgia back when i was 14. 
-pots diagnosis took like 6-9 months of active testing. 
-also, bipolar 2 dx took 15 years. https://t.co/aqnqmjzme0",no retweet username,"[{'text': 'hEDS', 'indices': [37, 42]}]",2018-09-01 00:42:46+00:00,598,1934,['diagnosed with']
funkylilpumpkin,"when i was 15 i got addicted to meth (among other drugs, but meth was my drug of choice)
i barely graduated hs. at 16 i became homeless off and on (until about 20) i had recently been diagnosed with did, bipolar disorder, severe depression/anxiety, and multiple eating disorders.",no retweet username,[],2018-09-01 00:24:15+00:00,127,88,['diagnosed with']
BEAUTYFULL1s,"@victoriawiison @_justkierra yes, so if a young adult gets diagnosed with bipolar/schizophrenia it won’t feel so taboo.  it will b more acceptable &amp;they may seek treatment and have support, education is key 🔑",no retweet username,[],2018-09-01 00:22:40+00:00,455,1586,['diagnosed with']
crowdjen,"i was diagnosed with bipolar in my 30s. once i started taking meds, i realized that my faith had never been the problem; my brain chemistry was. my faith strengthens me to fight every day but thanks to the meds, the battle is much less intense. https://t.co/nohz0lpdtc",no retweet username,[],2018-08-31 22:29:38+00:00,150,586,"['diagnosed with', 'diagnosed with bipolar']"
Madeleine_1115,"@jezigoddess @tobibennington @talindab @lpassociation @mikeshinoda @phoenixlp @phyllisrein @nkotbsweetie @najda_j @andreahenke3 @catherined1418 they opened another but she is also very unwell at times.   i think she is ok but mental health issues on a very fine line. it's easy to believe someone is "" trouble""...he is confrontational but i should have realised after years of my brother now diagnosed as bipolar.",no retweet username,[],2018-08-31 22:28:52+00:00,3705,3345,['diagnosed as bipolar']
JGM_Puma,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 22:24:47+00:00,360,321,[]
thelemonteadude,"@camphalfblood  hi, when i was 14 i was diagnosed with bipolar disorder and i've been on meds since then. at that age i felt like i couldn't been a good demigod because i needed my meds all the time. now im 18 and i wonder, we could see in the future a character on meds?",no retweet username,[],2018-08-31 22:24:45+00:00,1,1,"['diagnosed with', 'diagnosed with bipolar']"
MissScarlett0,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 21:09:24+00:00,43,58,[]
captainvcastro,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 20:52:15+00:00,178,163,[]
aLeeeexander_,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 20:44:03+00:00,450,762,[]
vtgheart,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 20:37:35+00:00,230,193,[]
bubblexgumbitch,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 20:12:54+00:00,349,370,[]
DarkskinPicasso,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 20:04:23+00:00,224,213,[]
slighthite,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 20:00:11+00:00,323,308,[]
burgoyne1983,"@ashcroftben yer your a good n,i've just been diagnosed bipolar effective and tried not to see it as a real thing but it is.",no retweet username,[],2018-08-31 19:52:01+00:00,45,211,['diagnosed bipolar']
MotivatedEdu,"300,000 people fall out of work annually due to #mentalillness! if you are employed, diagnosed with #bipolar &amp; want to reform government back to work support for #mentalhealth take part in this @manmetuni confidential research👇🏼telephone, skype or face2face interviews available https://t.co/4fpltl129n",Laneycraig,"[{'text': 'mentalillness', 'indices': [64, 78]}, {'text': 'bipolar', 'indices': [116, 124]}]",2018-08-31 19:49:50+00:00,2314,4895,['diagnosed with']
_DLXW,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 19:31:01+00:00,655,98,[]
Nicky7282,@jjadegames i was diagnosed with bipolar in my late teens but they threw that shit out when they realized i was just anxious and suck at remembering to take my meds. but yeah. i know that feel.  ¯\_(ツ)_/¯,no retweet username,[],2018-08-31 19:22:43+00:00,435,638,"['diagnosed with', 'diagnosed with bipolar']"
EI_Goat,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 19:04:36+00:00,201,105,[]
malecroptop,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 18:59:35+00:00,165,266,[]
tafcreates,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 18:42:16+00:00,108,83,[]
fvcklucas,"@kindbudblunt @xxl do you even listen to ems old shit? literally a ton of his shit is too shock people. and he has been diagnosed for that shit, you can’t just control bipolar disorder. kanye’s been relevant since the 90’s like eminem except, kanye stayed relevant. em hasn’t.",no retweet username,[],2018-08-31 18:39:17+00:00,104,645,[]
_JustCruzzin___,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 18:24:17+00:00,686,633,[]
ClaireClknight,"help needed for #bipolar study, 'implementing nice guidelines on #bipolardisorder'. asking those with a diagnosis to complete a survey and/or give permission for #researchers to access their #medical care records to assess the #care they have received. @researchnotts @nicecomms https://t.co/utd627mjpv",InstituteMH,"[{'text': 'bipolar', 'indices': [33, 41]}, {'text': 'BipolarDisorder', 'indices': [82, 98]}]",2018-08-31 18:16:10+00:00,931,1834,[]
aFineWife,"help needed for #bipolar study, 'implementing nice guidelines on #bipolardisorder'. asking those with a diagnosis to complete a survey and/or give permission for #researchers to access their #medical care records to assess the #care they have received. @researchnotts @nicecomms https://t.co/utd627mjpv",InstituteMH,"[{'text': 'bipolar', 'indices': [33, 41]}, {'text': 'BipolarDisorder', 'indices': [82, 98]}]",2018-08-31 18:14:53+00:00,472,235,[]
InstituteMH,"help needed for #bipolar study, 'implementing nice guidelines on #bipolardisorder'. asking those with a diagnosis to complete a survey and/or give permission for #researchers to access their #medical care records to assess the #care they have received. @researchnotts @nicecomms https://t.co/utd627mjpv",no retweet username,"[{'text': 'bipolar', 'indices': [16, 24]}, {'text': 'BipolarDisorder', 'indices': [65, 81]}]",2018-08-31 18:14:00+00:00,5226,1354,[]
DonHedge2,@cnn you are basically putting your kids on amphetamine salts. i was miss-diagnosed with adhd and was actually bipolar. i was put on adderall for two years before a total break down. it was awful.,no retweet username,[],2018-08-31 18:05:45+00:00,18,96,[]
EvanCikra204,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 18:02:55+00:00,212,283,[]
jump2thamoon,@erinrow68789729 it induces mania even sometimes with mood stabilizer on board. if it doesn’t pt prob isn’t truly bipolar. so many ppl are over diagnosed as such :(,no retweet username,[],2018-08-31 17:54:09+00:00,3201,2213,[]
jostlingggg,"@alexhaagaard bipolar depression &amp; adhd, ultimately self-diagnosed &amp; had to ask for the specific meds i’d researched. one doc actually prescribed &amp; later claimed i’d stolen the script. i’ve never been to a truly helpful medical professional except for the midwife i went to for my first iud.",no retweet username,[],2018-08-31 17:16:40+00:00,285,622,[]
allby2000,when your child is diagnosed with bipolar disorder | bphope https://t.co/moyhgo7yf9,Stopthestigma,[],2018-08-31 16:52:44+00:00,573,307,"['diagnosed with', 'diagnosed with bipolar']"
klaydpil,pag ako na diagnosed as bipolar taaga kase kani kanina lang nagdadrama ako tapos ngayon..,no retweet username,[],2018-08-31 15:15:59+00:00,60,107,['diagnosed as bipolar']
Fuhnessed,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 14:51:25+00:00,415,195,[]
kbug,the counselor at my school announced she learned at training yesterday that people diagnosed with bipolar have a higher number born in spring. everyone stopped and looked at me. #marchbaby,no retweet username,[],2018-08-31 14:41:23+00:00,268,257,"['diagnosed with', 'diagnosed with bipolar']"
FantasyWeavers,"@roadtothrone i know how you feel.  i've been either escaping or just crying...or wanting to cry and not being able to.  of course my dad died in june, that's still hard to swallow.  lots of times i throw myself in other things to avoid thinking about it. i was diagnosed bipolar but naaaa",no retweet username,[],2018-08-31 13:53:05+00:00,1015,1426,['diagnosed bipolar']
omiishii,i've been clinically diagnosed with bipolar type 2 and also adhd. i take medication every day. its genetic for me. my mother has it as well as her brother and her mother. also my great grandfather had mental health issues.,no retweet username,[],2018-08-31 12:53:30+00:00,2475,974,"['diagnosed with', 'diagnosed with bipolar']"
Rhainegrace03,"jang geun suk diagnosed with bipolar disorder, military enlistment confirmed https://t.co/ixqugfngla via @allkpop",no retweet username,[],2018-08-31 12:19:41+00:00,59,272,"['diagnosed with', 'diagnosed with bipolar']"
ItsAmberkinzzz,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 12:16:53+00:00,336,117,[]
Ganley5150,"pls stop self diagnosing yourselves w mental disorders. being sad does not mean you have depression, being depressed doesn’t even mean you have depression. being moody does not mean you are bipolar. getting nervous does not mean you have anxiety. get diagnosed by a doc or shut up",breiiBitch,[],2018-08-31 11:40:39+00:00,172,174,[]
PatPeazy,crazy how everybody advocates for mental illness and here is kanye west diagnosed bipolar but “we” “canceling” him instead of giving him the support y’all claim y’all want to give for people with mental illness. lol true shit,no retweet username,[],2018-08-31 10:35:39+00:00,720,632,['diagnosed bipolar']
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2018-08-31 10:24:44+00:00,54,18,['diagnosed with']
