username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following
Help_Potter,"@joannewjikook lily and dunkin: two remarkable young people: lily, a transgender girl, and dunkin, a boy dealing with bipolar disorder. sometimes our hearts see things our eyes can't. lily jo mcgrother, born timothy mcgrother, is a girl. but being a girl is not so easy when you look like a boy. https://t.co/dxsbdydlon",no retweet username,[],2019-10-04 21:18:09+00:00,266,1011
sandra_fer24,"el trastorno bipolar es otra enfermedad grave que cursa con períodos de manía o hipo manía, que es cuando el paciente está eufórico, acelerado, habla y piensa muy rapido, duerme 3 o 4 horas, con una energía tremenda, y puede durar más de dos semanas así. luego también cursa...",thairkassam,[],2019-10-04 21:03:17+00:00,830,2452
BelnorEngInc,"poor air quality leads to depression and bipolar disorder, study finds https://t.co/q5eoh9uhdh #environment #mentalhealth https://t.co/q5eoh9uhdh https://t.co/5szmlunhra",wef,"[{'text': 'environment', 'indices': [104, 116]}, {'text': 'MentalHealth', 'indices': [117, 130]}]",2019-10-04 21:00:33+00:00,1264,2857
industria40_na,el gobierno destinará 23 millones de euros en 2020 para aumentar la competitividad de empresas navarras - https://t.co/bp1bmbkrcy https://t.co/exwmcvlu1x,izaskungoni,[],2019-10-04 20:57:43+00:00,1047,502
someIoneIyghost,"@wernecklr mas o meu eh tipo ii o teu é tipo i ne

é bem raro (alguns lugares dizem q impossivel) tipo ii chegar na mania mas meu psiquiatra fala q espectro bipolar é mt amplo ne entao depende",no retweet username,[],2019-10-04 20:54:14+00:00,3969,2989
lorenavreyes,"el trastorno bipolar es otra enfermedad grave que cursa con períodos de manía o hipo manía, que es cuando el paciente está eufórico, acelerado, habla y piensa muy rapido, duerme 3 o 4 horas, con una energía tremenda, y puede durar más de dos semanas así. luego también cursa...",thairkassam,[],2019-10-04 20:54:02+00:00,146,412
cigs4breakfast,"bipolar disorder is a terrible and often misunderstood illness. especially when undiagnosed. mania is absolute chaos to experience, not just for the person going through it, but for everyone around them. we wanted… https://t.co/ine9if3bfs",no retweet username,[],2019-10-04 20:52:25+00:00,128,1529
MARINA0404,"el trastorno bipolar es otra enfermedad grave que cursa con períodos de manía o hipo manía, que es cuando el paciente está eufórico, acelerado, habla y piensa muy rapido, duerme 3 o 4 horas, con una energía tremenda, y puede durar más de dos semanas así. luego también cursa...",thairkassam,[],2019-10-04 20:52:14+00:00,2973,4980
BNIrvineSpectrm,"big thank you to @kittomalley for dropping by to sign copies of her new book, “balancing act,” which recounts her struggles growing up with bipolar disorder and how she learned to find her balance amidst the distress. come grab your signed copy before they’re gone! #142bn https://t.co/juw1fdhzft",no retweet username,[],2019-10-04 20:50:03+00:00,960,1606
norma_garcia97,"el trastorno bipolar es otra enfermedad grave que cursa con períodos de manía o hipo manía, que es cuando el paciente está eufórico, acelerado, habla y piensa muy rapido, duerme 3 o 4 horas, con una energía tremenda, y puede durar más de dos semanas así. luego también cursa...",thairkassam,[],2019-10-04 20:44:34+00:00,257,383
LawAir21,"what the heck is going on at alaska airlines • pilots with dwis, bipolar gate agents, suicidal ramp rats • https://t.co/wemqrmymgn • employee sparks active shooter scare at ewr • https://t.co/rooeiwfb1z • airliner stolen from sea-tac • #alaska #iflyalaska #sharpiegate @ap https://t.co/lsozol0vtq",AirlineNews,[],2019-09-05 11:59:46+00:00,708,5000
MindfulHousing,bring me to light: an eye-opening tale about life with #bipolar disorder https://t.co/aokwpqfeve via @shemazingie https://t.co/4rxfp4zfaz,no retweet username,"[{'text': 'bipolar', 'indices': [55, 63]}]",2019-09-05 11:54:00+00:00,1716,1875
ainnsabriii,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-05 11:43:04+00:00,108,96
Ohhfere,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-05 11:37:15+00:00,991,714
jilondon2013,"bipolar disorder - @suttonmhf are running an information session for all:

- tuesday 10th september, 2.30pm - 3.45pm
- at smhf, 63 downs road, belmont, sm2 5nr

contact: jane.isaac@smhf.org.uk or call 0208 770 0172 to confirm your attendance. https://t.co/4puolcs4kr",SuttonMHF,[],2019-09-05 11:22:26+00:00,53,96
Hsnomr_,"terlalu aktif, kurang rasa ingin tidur, pemikiran yang bertukar-tukar dengan terlalu cepat hingga menyebabkan individu itu bercakap dengan banyak.

oleh itu, bipolar adalah penyakit seseorang itu mempunyai emosi yang bertukar-tukar di antara mania dengan kemurungan.",KKMPutrajaya,[],2019-09-05 11:22:05+00:00,22,68
Hsnomr_,"penyakit bipolar ialah gangguan kesihatan mental apabila seseorang itu miliki karakter emosi sentiasa berubah antara kemurungan dan mania.

apa itu mania? 
mania adalah lawan kepada perasaan murung. seseorang yang mempunyai mania dikatakan akan berasa gembira yang berlebihan, https://t.co/hgtcjmulim",KKMPutrajaya,[],2019-09-05 11:21:52+00:00,22,68
3C_Collectibles,#twins fans check out this #bowman of byron buxton https://t.co/0cqr46iikp #baseball #twincities,no retweet username,"[{'text': 'Twins', 'indices': [0, 6]}, {'text': 'bowman', 'indices': [27, 34]}, {'text': 'baseball', 'indices': [75, 84]}, {'text': 'TwinCities', 'indices': [85, 96]}]",2019-09-05 11:12:07+00:00,1072,405
AlphaPsychiatr1,answer to can bipolar disorder be cured? by alpha psychiatric associates https://t.co/y0k7sydgti,no retweet username,[],2019-09-05 11:10:09+00:00,29,147
SuttonMHF,"bipolar disorder - @suttonmhf are running an information session for all:

- tuesday 10th september, 2.30pm - 3.45pm
- at smhf, 63 downs road, belmont, sm2 5nr

contact: jane.isaac@smhf.org.uk or call 0208 770 0172 to confirm your attendance. https://t.co/4puolcs4kr",no retweet username,[],2019-09-05 11:00:28+00:00,620,908
CallingUOut7,"what the heck is going on at alaska airlines • pilots with dwis, bipolar gate agents, suicidal ramp rats • https://t.co/wemqrmymgn • employee sparks active shooter scare at ewr • https://t.co/rooeiwfb1z • airliner stolen from sea-tac • #alaska #iflyalaska #sharpiegate @ap https://t.co/lsozol0vtq",AirlineNews,[],2019-09-05 10:39:19+00:00,858,1
AirlineIspy,"what the heck is going on at alaska airlines • pilots with dwis, bipolar gate agents, suicidal ramp rats • https://t.co/wemqrmymgn • employee sparks active shooter scare at ewr • https://t.co/rooeiwfb1z • airliner stolen from sea-tac • #alaska #iflyalaska #sharpiegate @ap https://t.co/lsozol0vtq",AirlineNews,[],2019-09-05 10:37:52+00:00,645,5001
j_iil4,"الاضطراب الوجداني ثنائي القطب أو bipolar disorder .
يعاني أصحابه من تأرجح ما بين فترات ابتهاج وفترات كآبة تعيق حياتهم بدرجات مختلفة .
بعضها تكون خطيرة لدرجة أن صاحبها قد يفكر في الانتحار . https://t.co/sycuxkq1qy",no retweet username,[],2019-09-05 10:23:57+00:00,9213,33
gbf_Bushmills,"期待値的にbp1,000払ってようやく１本ドロくらいでしょ",no retweet username,[],2019-09-05 10:16:32+00:00,231,318
AirlineNews,"what the heck is going on at alaska airlines • pilots with dwis, bipolar gate agents, suicidal ramp rats • https://t.co/wemqrmymgn • employee sparks active shooter scare at ewr • https://t.co/rooeiwfb1z • airliner stolen from sea-tac • #alaska #iflyalaska #sharpiegate @ap https://t.co/lsozol0vtq",no retweet username,[],2019-09-05 10:12:44+00:00,751,5000
TYUforMH,"therapy can help people to cope with bipolar disorder.

#knowmorejudgeless #getwellsoonbrainy https://t.co/hh1yzstcdq",no retweet username,"[{'text': 'knowmorejudgeless', 'indices': [56, 74]}, {'text': 'getwellsoonBrainy', 'indices': [75, 93]}]",2019-09-05 10:03:18+00:00,37,34
Chrischarito_,"kitabi tea factory's bp1 price soars higher (usd6.50/kg) than ever at the biggest tea auction in africa @infoeatta. for more info about brains behind this continuous success, visit @rwandagriexport tea tasting lab or the factory @nyamagabe.
https://t.co/ibhaqe0j12 via @cnbcafrica",RwandaTea,[],2019-09-05 09:50:27+00:00,1121,646
rozanahamdan,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-05 09:41:42+00:00,210,192
OxfordCBT,"we have to get more serious about #mentalhealth - especially when we might be contributing to it in ways we don’t even consider. 

#airpollution linked to #bipolar disorder and #depression: https://t.co/0wysmkbrnl https://t.co/6wbkm5cfhi",no retweet username,"[{'text': 'mentalhealth', 'indices': [34, 47]}]",2019-09-05 09:30:26+00:00,1810,2819
boots8487,"i scored 80% on ""how much do you know about bipolar mania?"" https://t.co/ospa9pg4f7 #healthcentral via @healthcentral",no retweet username,"[{'text': 'HealthCentral', 'indices': [84, 98]}]",2019-09-05 09:27:30+00:00,75,1527
Becs,"having bipolar disorder means having to manage boredom so you don't burn it all down.

me: https://t.co/41dfebnnrs",no retweet username,[],2019-09-05 08:46:45+00:00,5772,3412
john_max64,"@rachael_swindon @john_max64 i tweeted yesterday that i have now been without my strong meds that manage my #bipolar for two weeks due to shortages. docs/pharmacy trying to sort it. in the meantime i could hit a strong manic or depression.  this is a real danger to my health and indeed, life.",DumbartonsDrums,"[{'text': 'Bipolar', 'indices': [129, 137]}]",2019-09-05 08:42:52+00:00,580,850
DumbartonsDrums,"@rachael_swindon @john_max64 i tweeted yesterday that i have now been without my strong meds that manage my #bipolar for two weeks due to shortages. docs/pharmacy trying to sort it. in the meantime i could hit a strong manic or depression.  this is a real danger to my health and indeed, life.",no retweet username,[],2019-09-05 08:34:27+00:00,168,113
Elysan2os,"critics of pres trump see him as pre-demented, a pathological liar, etc. a study shows 1/2 of 37 u.s. presidents were afflicted mentally: depression (lincoln), bipolar disorder (roosevelt). they performed under pressure but not when illness gave way to inhumanity (nero, hitler). https://t.co/hhycgdfo7q",no retweet username,[],2019-09-05 08:15:25+00:00,23,107
alysewax,"@aweburnphoenix @asterberenbos i have bipolar ii and i see a lot of similarities between me and mulder: the manic mood swings, the obsessions, the depression. bpii is less severe than bpi. if it is properly managed, or if he is between mood swings, it wouldn’t be picked up by psych screenings",no retweet username,[],2019-09-05 08:13:10+00:00,2434,1914
vikarenzi,"kitabi tea factory's bp1 price soars higher (usd6.50/kg) than ever at the biggest tea auction in africa @infoeatta. for more info about brains behind this continuous success, visit @rwandagriexport tea tasting lab or the factory @nyamagabe.
https://t.co/ibhaqe0j12 via @cnbcafrica",RwandaTea,[],2019-09-05 08:12:37+00:00,17,60
_nrlsyakinaaa,"penyakit bipolar ialah gangguan kesihatan mental apabila seseorang itu miliki karakter emosi sentiasa berubah antara kemurungan dan mania.

apa itu mania? 
mania adalah lawan kepada perasaan murung. seseorang yang mempunyai mania dikatakan akan berasa gembira yang berlebihan, https://t.co/hgtcjmulim",KKMPutrajaya,[],2019-09-05 07:55:37+00:00,464,460
fais_coway,"penyakit bipolar ialah gangguan kesihatan mental apabila seseorang itu miliki karakter emosi sentiasa berubah antara kemurungan dan mania.

apa itu mania? 
mania adalah lawan kepada perasaan murung. seseorang yang mempunyai mania dikatakan akan berasa gembira yang berlebihan, https://t.co/hgtcjmulim",KKMPutrajaya,[],2019-09-05 07:49:50+00:00,80,974
ecvhvhvhvhv,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-05 07:47:22+00:00,89,246
notcooluce,i don’t want to be afraid or ashamed of talking about it anymore. i’m sorry but having bipolar/manic depression is unspeakably exhausting and disheartening,no retweet username,[],2019-09-05 07:43:50+00:00,745,1080
ktb_kutc,"独特な雰囲気を持ったmvです🎬
色味に注目して見てみてください！
｢bipolar disorder｣
是非お楽しみに！！ https://t.co/bxdy8ipvzk",no retweet username,[],2019-09-05 07:42:02+00:00,1122,1079
Clavie13,"so im in between unipolar or bipolar. trust me depress lang kase ako ngayon. but when im in a mania stage kong saan puro positive ako. jusko day wantosayo ito..

nakakapagod kapag paiba iba ang mood swings mo.",no retweet username,[],2019-09-05 07:27:39+00:00,129,499
Nathani18963332,@bipolarbattle i'm alive and 66! i've had bipolar 1 disorder since age 23! i've been married 40 years. my daughter is 36. that's alot of numbers. it's a full life. it's alot of days i've gotten thru and still will ... i thank god. that's success.,libbytalks,[],2019-09-05 06:34:18+00:00,52,300
co_nlissa,"bipolar disorder

the end of two emotional spectrum

a thread

#psychiatry
#mentalhealth https://t.co/fkcawuwe39",NerdKid_94,"[{'text': 'Psychiatry', 'indices': [79, 90]}, {'text': 'MentalHealth', 'indices': [91, 104]}]",2019-09-05 06:33:23+00:00,63,73
ranranraran0324,@wisharp bp1覚醒させて修行者の間やるしかねえのか,no retweet username,[],2019-09-05 06:17:52+00:00,352,602
Yaaaahu,young woman who set herself on fire outside tehran court on mon has bipolar disorder &amp; was distraught after being told she had to go to prison again for trying to sneak into azadi stadium to watch a soccer match. she's in critical condition in hospital. #iran under the mullahs. https://t.co/czwuch2l6k,IranNW,[],2019-09-05 05:58:23+00:00,746,588
ellirayebarry,"do you suffer from anxiety and depression? — i have bipolar 2 disorder (i just go through slight period of mania and depression, basically sometimes i’m motivated and sometimes i’m not, type 2 is not serious and doesn’t really hav… https://t.co/1df5jq7nnl",no retweet username,[],2019-09-05 05:22:15+00:00,745,384
RwMountainTea,"kitabi tea factory's bp1 price soars higher (usd6.50/kg) than ever at the biggest tea auction in africa @infoeatta. for more info about brains behind this continuous success, visit @rwandagriexport tea tasting lab or the factory @nyamagabe.
https://t.co/ibhaqe0j12 via @cnbcafrica",RwandaTea,[],2019-09-05 05:14:28+00:00,842,60
RitaRahman3,young woman who set herself on fire outside tehran court on mon has bipolar disorder &amp; was distraught after being told she had to go to prison again for trying to sneak into azadi stadium to watch a soccer match. she's in critical condition in hospital. #iran under the mullahs. https://t.co/czwuch2l6k,IranNW,[],2019-09-05 05:08:35+00:00,769,4016
svtvnvmvn,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",magdaleneid,[],2019-09-05 05:07:47+00:00,896,210
alatorregustavo,@raul_bp1 chaka-bo,no retweet username,[],2019-09-05 05:03:51+00:00,309,689
shawnnyatha,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-05 04:59:02+00:00,1384,658
spookestre,"@scarinasvault it's interesting because the ""obsessive interests"" element of autism overlaps kinda with hyperfocus in mania so maybe that's where they got the bipolar from, if that's part of your brain thingie. i similarly wonder what my deal is and figure i'll never know.",no retweet username,[],2019-09-05 04:57:41+00:00,549,333
SauronJahat,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",magdaleneid,[],2019-09-05 04:57:21+00:00,1304,3666
Pablogm502,un día más en que no estoy viviendo el sueño como dan bilzerian; si alguien lo conoce háganle saber que estoy capacitado para ser su padawan.,de_gunslinger,[],2019-09-05 04:34:23+00:00,32,127
soleilenfleurs,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",magdaleneid,[],2019-09-05 04:31:26+00:00,517,188
ThrashDrag,"@charliepkane @femaleberniebro @mtmercury @eztreezy @smutcollecter @kaitlin_sb @newtmrw @traddegeneracy @bestbeehave @lunadyana @neganskatt @templedrake00 @jeffsguardian @lucymadasheck @malkabethwendy @janotherperson @full_on_cynic @penthos @annavanzee @gaijingirl2004 @rantingdubya @gregoryhardinii @orangeasm @faeriewhings @roseycheeked1 @ryan0666 @hungrydyke @eclecticradical @soulbrotha215 @gnnchannel10 @nitzky89 @tweets4twits @milly_e_h @heatherduval_ @phannyfishcakes @thug_union @parasiteahcf @silerabbit @arashkolahi @whatapityonyou @twenty7dollars @memberbernie @woobietuesday @aprildalaman @natashaforhomes 3 facts 5 fraaaands
1) when i was a young teenager i got black out drunk, spit on a cop (accidentally) and told him to arrest my parents. 
2) i have over 100 pets.
3) i have bipolar disorder.
@aletheiaatheos @bustthenotes @rucker_gary @torrancebernie @simplerusername",no retweet username,[],2019-09-05 04:16:44+00:00,1199,1918
elnanolanina,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",magdaleneid,[],2019-09-05 03:58:43+00:00,1592,124
gayanalfisting,"girls and gays, guess who just found out they have bipolar disorder!!!!!!! https://t.co/ty0e0larqa",no retweet username,[],2019-09-05 03:39:13+00:00,484,390
Vanessa93chan,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",magdaleneid,[],2019-09-05 03:39:03+00:00,54,348
StubbsGTv,"back in june, i was making insane videos on all social media platforms and i ended up in the hospital because i was in a state of mania. for years, i thought i suffered from depression and anxiety but i am diagnosed as bipolar 2. i want to spread mental health awareness, and let",Nyc_Tony15,[],2019-09-05 03:33:53+00:00,260,543
rchqlla,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-05 03:21:53+00:00,43,54
thack86,jeanetta churchill blasts the air conditioning in her baltimore row house. she says she has to keep it running constantly to help manage her bipolar disorder. https://t.co/pte84box2h,MorningEdition,[],2019-09-05 02:58:01+00:00,1960,2190
WyMom85,"@nypost in the future please refer to people as having bipolar disorder, not ""bipolar."" you wouldn't say someone is cancer, you'd say they have cancer. bipolar disorder is a chemical imbalance of neurotransmitters and does not define an individual. be conscious of labels. https://t.co/jjuaw0zhrp",no retweet username,[],2019-09-05 02:49:57+00:00,35,860
cortexiphanskid,kkkkk mano ela é muito bipolar em fase de mania daqui a pouco passa. eu te entendo amor https://t.co/zwgblfwtij,no retweet username,[],2019-09-05 02:38:28+00:00,430,243
CaraLisette,"@treatyobrain hypomania/mania has to last for days/weeks at a time to count as an ‘episode’ in bipolar, so it’s unlikely.",no retweet username,[],2019-09-05 02:35:23+00:00,29506,781
Twitch_PPGLui,"back in june, i was making insane videos on all social media platforms and i ended up in the hospital because i was in a state of mania. for years, i thought i suffered from depression and anxiety but i am diagnosed as bipolar 2. i want to spread mental health awareness, and let",Nyc_Tony15,[],2019-09-05 02:10:34+00:00,512,1525
NurulFaradila18,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",magdaleneid,[],2019-09-05 02:03:31+00:00,12,55
flightyr,a woman on facebook asked what kinds of medication has helped people with their bipolar disorder and one woman commented “weight loss surgery” https://t.co/ydcg0metpe,no retweet username,[],2019-09-05 02:00:03+00:00,378,1267
leaaiuo,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",magdaleneid,[],2019-09-05 01:51:24+00:00,1374,656
haiiichaaaa,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",magdaleneid,[],2019-09-05 01:48:48+00:00,343,220
RevaDinaAsri,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",magdaleneid,[],2019-09-05 01:38:27+00:00,170,251
Jetlax,"re bipolar disorder:

""mania is the fire and depression its ash"" (koukopoulos, 2002)",no retweet username,[],2019-09-05 01:35:36+00:00,2671,741
politicalglutto,"@jimdigs @potus narcissisticpersonalitydisorder is not a mental illness. schizophrenia, clinical depression and bipolar are mental illnesses.
npd is a personality disorder. as far as i can tell, those with npd are born with it. constant, changing lies. must be #1. destroy others.
#maddow",CrayKain,[],2019-09-05 01:35:13+00:00,8176,9021
maverickminuano,@portabible @cosine_cubed i would think that if they did atlanteans it would have some vibes of “isolationism is the real villain” but that’s part of the themes of bp1 so idk,no retweet username,[],2019-09-05 01:34:21+00:00,177,384
wet__uncle,"@itsmollyeliza im seeing a psych that specialises in adhd next week to be assessed for it.
i’ve also just been told my moods are from hormones 🙄. my old psych also just generally had a very narrow view of what bipolar is (i also have type 2) bc i mostly have hypomanic and mixed-state mania",no retweet username,[],2019-09-05 01:33:39+00:00,569,222
CrayKain,"@jimdigs @potus narcissisticpersonalitydisorder is not a mental illness. schizophrenia, clinical depression and bipolar are mental illnesses.
npd is a personality disorder. as far as i can tell, those with npd are born with it. constant, changing lies. must be #1. destroy others.
#maddow",no retweet username,[],2019-09-05 01:25:14+00:00,8754,8408
magdaleneid,"having a mental illness helps me to be free, to live as i want to live and not as society dictates me to live. having that kind of freedom as an indonesian woman is priceless.

https://t.co/cufcswkpxq",no retweet username,[],2019-09-05 01:24:08+00:00,71674,336
a_sequeladaa,@vic_bp1 só respondi pra saber o q é kkkkk,no retweet username,[],2019-09-05 01:19:31+00:00,335,440
a_sequeladaa,@vic_bp1 🌻,no retweet username,[],2019-09-05 01:19:10+00:00,335,440
jenbrea,"@wigglethemouse hey. on same topic as earlier, elevated 4e-bp1 also found in this animal model of tbi. intepreted as a predictor of neuronal injury: https://t.co/6gerxkm1dw",no retweet username,[],2019-09-05 00:45:00+00:00,32156,2050
achidaice,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-05 00:20:44+00:00,260,379
arleth0819,"@halsey @meaghan_garvey “i have bipolar disorder, and i get bored of shit quickly. music is this thing that i get to focus all my chaotic energy into, and it’s not a void that doesn’t love me back,"" @halsey candidly explains. ""if my brain is a bunch of broken glass, i get to make it into a mosaic.” https://t.co/i1fuolwur0",Cosmopolitan,[],2019-09-05 00:13:55+00:00,142,168
evcsferr,@vic_bp1 tu vai me mandar q eu quero saber um por um,no retweet username,[],2019-09-05 00:10:17+00:00,649,725
bulletfree741YT,"back in june, i was making insane videos on all social media platforms and i ended up in the hospital because i was in a state of mania. for years, i thought i suffered from depression and anxiety but i am diagnosed as bipolar 2. i want to spread mental health awareness, and let",Nyc_Tony15,[],2019-09-05 00:09:59+00:00,139,620
JbHategekimana,"kitabi tea factory's bp1 price soars higher (usd6.50/kg) than ever at the biggest tea auction in africa @infoeatta. for more info about brains behind this continuous success, visit @rwandagriexport tea tasting lab or the factory @nyamagabe.
https://t.co/ibhaqe0j12 via @cnbcafrica",RwandaTea,[],2019-09-05 00:09:28+00:00,2543,4967
Nyc_Tony15,"back in june, i was making insane videos on all social media platforms and i ended up in the hospital because i was in a state of mania. for years, i thought i suffered from depression and anxiety but i am diagnosed as bipolar 2. i want to spread mental health awareness, and let",no retweet username,[],2019-09-05 00:07:13+00:00,483,922
suleikhasnyder,"my therapist, helping me suss out potential bipolar ii behavior: ""you haven't engaged in excessive spending during mania, have you?""
me: ::looks at paula's choice orders, sephora vib, etsy jewelry, new converse, and the three-cup food chopper:: ""well, uh...""",no retweet username,[],2019-09-04 23:41:04+00:00,10119,806
amyaf_,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-04 23:34:57+00:00,12,46
faridzz_o,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-04 23:17:43+00:00,376,292
Giada_Da_Ros,"section 3.7 
""4e-bp1 is often used as a marker of torc1 activity. we found that 4e-bp1 phosphorylation levels were significantly elevated in me/cfs lymphoblasts and were accompanied by a correspondingly increased response to the mtor inhibitor, torin2. 

#mecfs #myalgice #pwme https://t.co/pewd1m0w70",wigglethemouse,[],2019-09-04 23:09:48+00:00,273,333
Anonymity5150,"@jackposobiec 1. i am a strong 2a supporter/defender. 
2. this guy is the poster child for a red flag law. this is exactly how the law should work. 

“...his son was taking medication for bipolar disorder, drinking heavily and had become increasingly agitated.”",no retweet username,[],2019-09-04 22:51:55+00:00,144,407
NazrinAwok,"bipolar disorder adalah sejenis penyakit mental. ia ada 2 fasa, iaitu fasa 'manic' dan fasa 'depressive'.

benda ni penyakit. boleh dirawat. bukan benda main-main dik. #medtweetmy https://t.co/nieoeznnla",drwaque,[],2019-09-04 22:19:38+00:00,215,300
ValeBodi,"section 3.7 
""4e-bp1 is often used as a marker of torc1 activity. we found that 4e-bp1 phosphorylation levels were significantly elevated in me/cfs lymphoblasts and were accompanied by a correspondingly increased response to the mtor inhibitor, torin2. 

#mecfs #myalgice #pwme https://t.co/pewd1m0w70",wigglethemouse,[],2019-09-04 21:38:23+00:00,1843,1445
sadujtoiracsi,linda hamilton – on bipolar disorder https://t.co/tm1oypehhr https://t.co/mrduu928r0,no retweet username,[],2019-09-04 21:34:55+00:00,777,689
natasha_tracy,"#bipolar psychiatric medication side effect: #akathisia, restlessness: https://t.co/gy8i9zfbyk https://t.co/z6fqihlsjs",no retweet username,"[{'text': 'Bipolar', 'indices': [0, 8]}, {'text': 'Akathisia', 'indices': [45, 55]}]",2019-09-04 21:30:08+00:00,32837,13108
anagoheihey,"@yuna_bp1 最高 is 最高
アメリカ本土も最高よ☝️🥺",no retweet username,[],2019-09-04 21:23:07+00:00,529,522
Cemhri,misdiagnoses between major depressive disorder (mdd) and the #depressive episodes of #bipolar disorder (bp) occur too often. learn to make an accurate differential diagnosis between #mdd and #bp with practices set forth in this academic highlights. https://t.co/grypqngdix https://t.co/oklecr88ue,PsychiatristCNS,"[{'text': 'depressive', 'indices': [82, 93]}, {'text': 'bipolar', 'indices': [106, 114]}]",2019-09-04 21:19:52+00:00,1077,796
Outlier1952,"section 3.7 
""4e-bp1 is often used as a marker of torc1 activity. we found that 4e-bp1 phosphorylation levels were significantly elevated in me/cfs lymphoblasts and were accompanied by a correspondingly increased response to the mtor inhibitor, torin2. 

#mecfs #myalgice #pwme https://t.co/pewd1m0w70",wigglethemouse,[],2019-09-04 21:11:49+00:00,1321,3757
anagoheihey,@yuna_bp1 ハワイなら沖縄でよくね？ニキなんだけどふざけてる？（笑）,no retweet username,[],2019-09-04 21:06:47+00:00,529,522
LidiaThompson14,"section 3.7 
""4e-bp1 is often used as a marker of torc1 activity. we found that 4e-bp1 phosphorylation levels were significantly elevated in me/cfs lymphoblasts and were accompanied by a correspondingly increased response to the mtor inhibitor, torin2. 

#mecfs #myalgice #pwme https://t.co/pewd1m0w70",wigglethemouse,[],2019-09-04 20:50:56+00:00,231,206
eliasamimo,"#depression and bipolar disorder are treatable with medication, psychotherapy and support from others. 

always know your options and take care. #mentalhealth #notokayisokay https://t.co/dapwwat3us",BasicNeedsKenya,"[{'text': 'Depression', 'indices': [21, 32]}]",2019-09-04 20:50:46+00:00,243,1609
diegud,qué pasó lic @mrreyking  unos cubones el sábado ? https://t.co/hgc0oilbyc,de_gunslinger,[],2019-09-04 20:45:38+00:00,250,669
